,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price
11062,2018-05-01,Compound 19-0-15,330.0,2018-05,5,2018,74.46,187.73,0.321,2.37,182.33
11063,2018-05-01,Compound 25-4-0,334.0,2018-05,5,2018,74.46,187.73,0.321,2.37,182.33
11064,2018-06-01,Calcium Ammonium Nitrate (27.5% N),258.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11065,2018-06-01,Urea (46% N),347.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11067,2018-06-01,Muriate of Potash (50% K),360.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11068,2018-06-01,Compound 0-10-20,357.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11069,2018-06-01,Compound 0-7-30,361.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11070,2018-06-01,Compound 7-6-17,450.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11071,2018-06-01,Compound 10-10-20,387.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11072,2018-06-01,Compound 14-7-14,363.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11073,2018-06-01,Compound 18-6-12,357.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11074,2018-06-01,Compound 24-2.5-10,369.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11075,2018-06-01,Compound 27-2.5-5,361.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11077,2018-06-01,Compound 8-5-18,380.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11078,2018-06-01,Compound 20-4-10,349.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11079,2018-06-01,Sulphate of Ammonia (21%),281.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11081,2018-06-01,Compound 10-5-25,373.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11082,2018-06-01,Compound 13-6-20,384.8356687898089,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11083,2018-06-01,Compound 15-3-20,353.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11085,2018-06-01,Compound 24-2.2-4.5,321.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11086,2018-06-01,Compound 19-0-15,329.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11087,2018-06-01,Compound 25-4-0,331.0,2018-06,6,2018,74.33,191.82,0.326,2.53,184.54
11088,2018-07-01,Calcium Ammonium Nitrate (27.5% N),260.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11089,2018-07-01,Urea (46% N),349.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11091,2018-07-01,Muriate of Potash (50% K),362.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11092,2018-07-01,Compound 0-10-20,358.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11093,2018-07-01,Compound 0-7-30,362.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11094,2018-07-01,Compound 7-6-17,450.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11095,2018-07-01,Compound 10-10-20,393.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11096,2018-07-01,Compound 14-7-14,364.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11097,2018-07-01,Compound 18-6-12,357.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11098,2018-07-01,Compound 24-2.5-10,370.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11099,2018-07-01,Compound 27-2.5-5,361.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11101,2018-07-01,Compound 8-5-18,380.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11102,2018-07-01,Compound 20-4-10,349.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11103,2018-07-01,Sulphate of Ammonia (21%),281.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11105,2018-07-01,Compound 10-5-25,378.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11106,2018-07-01,Compound 13-6-20,384.8356687898089,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11107,2018-07-01,Compound 15-3-20,356.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11109,2018-07-01,Compound 24-2.2-4.5,317.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11110,2018-07-01,Compound 19-0-15,329.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11111,2018-07-01,Compound 25-4-0,331.0,2018-07,7,2018,74.34,216.04,0.328,2.42,184.38
11112,2018-08-01,Calcium Ammonium Nitrate (27.5% N),266.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11113,2018-08-01,Urea (46% N),351.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11115,2018-08-01,Muriate of Potash (50% K),366.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11116,2018-08-01,Compound 0-10-20,363.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11117,2018-08-01,Compound 0-7-30,367.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11118,2018-08-01,Compound 7-6-17,454.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11119,2018-08-01,Compound 10-10-20,400.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11120,2018-08-01,Compound 14-7-14,369.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11121,2018-08-01,Compound 18-6-12,364.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11122,2018-08-01,Compound 24-2.5-10,377.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11123,2018-08-01,Compound 27-2.5-5,369.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11125,2018-08-01,Compound 8-5-18,387.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11126,2018-08-01,Compound 20-4-10,357.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11127,2018-08-01,Sulphate of Ammonia (21%),289.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11129,2018-08-01,Compound 10-5-25,384.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11130,2018-08-01,Compound 13-6-20,384.8356687898089,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11131,2018-08-01,Compound 15-3-20,362.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11133,2018-08-01,Compound 24-2.2-4.5,327.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11134,2018-08-01,Compound 19-0-15,339.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11135,2018-08-01,Compound 25-4-0,343.0,2018-08,8,2018,75.77,225.15,0.353,2.56,186.62
11136,2018-09-01,Calcium Ammonium Nitrate (27.5% N),271.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11137,2018-09-01,Urea (46% N),356.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11139,2018-09-01,Muriate of Potash (50% K),368.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11140,2018-09-01,Compound 0-10-20,365.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11141,2018-09-01,Compound 0-7-30,369.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11142,2018-09-01,Compound 7-6-17,456.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11143,2018-09-01,Compound 10-10-20,400.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11144,2018-09-01,Compound 14-7-14,374.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11145,2018-09-01,Compound 18-6-12,370.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11146,2018-09-01,Compound 24-2.5-10,380.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11147,2018-09-01,Compound 27-2.5-5,370.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11149,2018-09-01,Compound 8-5-18,390.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11150,2018-09-01,Compound 20-4-10,361.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11151,2018-09-01,Sulphate of Ammonia (21%),291.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11153,2018-09-01,Compound 10-5-25,387.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11154,2018-09-01,Compound 13-6-20,384.8356687898089,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11155,2018-09-01,Compound 15-3-20,365.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11157,2018-09-01,Compound 24-2.2-4.5,329.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11158,2018-09-01,Compound 19-0-15,341.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11159,2018-09-01,Compound 25-4-0,345.0,2018-09,9,2018,75.04,229.4,0.382,2.56,184.81
11160,2018-10-01,Calcium Ammonium Nitrate (27.5% N),273.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11161,2018-10-01,Urea (46% N),358.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11163,2018-10-01,Muriate of Potash (50% K),369.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11164,2018-10-01,Compound 0-10-20,367.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11165,2018-10-01,Compound 0-7-30,371.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11166,2018-10-01,Compound 7-6-17,456.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11167,2018-10-01,Compound 10-10-20,401.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11168,2018-10-01,Compound 14-7-14,375.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11169,2018-10-01,Compound 18-6-12,371.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11170,2018-10-01,Compound 24-2.5-10,382.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11171,2018-10-01,Compound 27-2.5-5,373.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11173,2018-10-01,Compound 8-5-18,390.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11174,2018-10-01,Compound 20-4-10,363.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11175,2018-10-01,Sulphate of Ammonia (21%),294.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11177,2018-10-01,Compound 10-5-25,387.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11178,2018-10-01,Compound 13-6-20,384.8356687898089,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11179,2018-10-01,Compound 15-3-20,365.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11181,2018-10-01,Compound 24-2.2-4.5,331.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11182,2018-10-01,Compound 19-0-15,343.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11183,2018-10-01,Compound 25-4-0,345.0,2018-10,10,2018,79.46,235.12,0.401,2.86,187.66
11184,2018-11-01,Calcium Ammonium Nitrate (27.5% N),277.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11185,2018-11-01,Urea (46% N),365.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11187,2018-11-01,Muriate of Potash (50% K),372.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11188,2018-11-01,Compound 0-10-20,369.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11189,2018-11-01,Compound 0-7-30,373.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11190,2018-11-01,Compound 7-6-17,457.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11191,2018-11-01,Compound 10-10-20,406.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11192,2018-11-01,Compound 14-7-14,384.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11193,2018-11-01,Compound 18-6-12,377.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11194,2018-11-01,Compound 24-2.5-10,386.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11195,2018-11-01,Compound 27-2.5-5,377.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11197,2018-11-01,Compound 8-5-18,390.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11198,2018-11-01,Compound 20-4-10,366.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11199,2018-11-01,Sulphate of Ammonia (21%),294.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11201,2018-11-01,Compound 10-5-25,390.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11202,2018-11-01,Compound 13-6-20,384.8356687898089,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11203,2018-11-01,Compound 15-3-20,368.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11205,2018-11-01,Compound 24-2.2-4.5,332.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11206,2018-11-01,Compound 19-0-15,348.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11207,2018-11-01,Compound 25-4-0,347.0,2018-11,11,2018,81.39,268.88,0.404,3.63,189.61
11208,2018-12-01,Calcium Ammonium Nitrate (27.5% N),279.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11209,2018-12-01,Urea (46% N),366.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11211,2018-12-01,Muriate of Potash (50% K),375.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11212,2018-12-01,Compound 0-10-20,372.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11213,2018-12-01,Compound 0-7-30,375.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11214,2018-12-01,Compound 7-6-17,457.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11215,2018-12-01,Compound 10-10-20,407.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11216,2018-12-01,Compound 14-7-14,387.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11217,2018-12-01,Compound 18-6-12,378.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11218,2018-12-01,Compound 24-2.5-10,388.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11219,2018-12-01,Compound 27-2.5-5,379.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11221,2018-12-01,Compound 8-5-18,390.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11222,2018-12-01,Compound 20-4-10,367.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11223,2018-12-01,Sulphate of Ammonia (21%),294.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11225,2018-12-01,Compound 10-5-25,390.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11226,2018-12-01,Compound 13-6-20,384.8356687898089,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11227,2018-12-01,Compound 15-3-20,372.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11229,2018-12-01,Compound 24-2.2-4.5,332.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11230,2018-12-01,Compound 19-0-15,350.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11231,2018-12-01,Compound 25-4-0,347.0,2018-12,12,2018,87.15,243.15,0.385,3.5,189.39
11232,2019-01-01,Calcium Ammonium Nitrate (27.5% N),289.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11233,2019-01-01,Urea (46% N),377.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11235,2019-01-01,Muriate of Potash (50% K),392.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11236,2019-01-01,Compound 0-10-20,387.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11237,2019-01-01,Compound 0-7-30,389.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11238,2019-01-01,Compound 7-6-17,473.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11239,2019-01-01,Compound 10-10-20,419.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11240,2019-01-01,Compound 14-7-14,399.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11241,2019-01-01,Compound 18-6-12,388.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11242,2019-01-01,Compound 24-2.5-10,397.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11243,2019-01-01,Compound 27-2.5-5,387.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11245,2019-01-01,Compound 8-5-18,401.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11246,2019-01-01,Compound 20-4-10,380.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11247,2019-01-01,Sulphate of Ammonia (21%),298.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11249,2019-01-01,Compound 10-5-25,397.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11250,2019-01-01,Compound 13-6-20,384.8356687898089,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11251,2019-01-01,Compound 15-3-20,383.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11253,2019-01-01,Compound 24-2.2-4.5,347.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11254,2019-01-01,Compound 19-0-15,364.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11255,2019-01-01,Compound 25-4-0,368.0,2019-01,1,2019,89.76,227.7,0.349,2.69,188.72
11256,2019-02-01,Calcium Ammonium Nitrate (27.5% N),289.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11257,2019-02-01,Urea (46% N),379.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11259,2019-02-01,Muriate of Potash (50% K),391.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11260,2019-02-01,Compound 0-10-20,387.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11261,2019-02-01,Compound 0-7-30,390.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11262,2019-02-01,Compound 7-6-17,473.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11263,2019-02-01,Compound 10-10-20,423.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11264,2019-02-01,Compound 14-7-14,400.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11265,2019-02-01,Compound 18-6-12,389.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11266,2019-02-01,Compound 24-2.5-10,399.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11267,2019-02-01,Compound 27-2.5-5,390.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11269,2019-02-01,Compound 8-5-18,384.8356687898089,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11270,2019-02-01,Compound 20-4-10,381.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11271,2019-02-01,Sulphate of Ammonia (21%),384.8356687898089,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11273,2019-02-01,Compound 10-5-25,402.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11274,2019-02-01,Compound 13-6-20,384.8356687898089,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11275,2019-02-01,Compound 15-3-20,392.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11277,2019-02-01,Compound 24-2.2-4.5,346.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11278,2019-02-01,Compound 19-0-15,363.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11279,2019-02-01,Compound 25-4-0,366.0,2019-02,2,2019,90.29,220.78,0.352,2.39,189.83
11280,2019-03-01,Calcium Ammonium Nitrate (27.5% N),290.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11281,2019-03-01,Urea (46% N),378.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11283,2019-03-01,Muriate of Potash (50% K),391.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11284,2019-03-01,Compound 0-10-20,386.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11285,2019-03-01,Compound 0-7-30,389.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11286,2019-03-01,Compound 7-6-17,473.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11287,2019-03-01,Compound 10-10-20,423.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11288,2019-03-01,Compound 14-7-14,398.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11289,2019-03-01,Compound 18-6-12,378.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11290,2019-03-01,Compound 24-2.5-10,400.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11291,2019-03-01,Compound 27-2.5-5,391.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11293,2019-03-01,Compound 8-5-18,384.8356687898089,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11294,2019-03-01,Compound 20-4-10,379.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11295,2019-03-01,Sulphate of Ammonia (21%),384.8356687898089,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11297,2019-03-01,Compound 10-5-25,397.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11298,2019-03-01,Compound 13-6-20,404.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11299,2019-03-01,Compound 15-3-20,387.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11301,2019-03-01,Compound 24-2.2-4.5,360.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11302,2019-03-01,Compound 19-0-15,365.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11303,2019-03-01,Compound 25-4-0,365.0,2019-03,3,2019,87.15,218.98,0.337,2.59,217.21
11304,2019-04-01,Calcium Ammonium Nitrate (27.5% N),285.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11305,2019-04-01,Urea (46% N),377.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11307,2019-04-01,Muriate of Potash (50% K),388.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11308,2019-04-01,Compound 0-10-20,383.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11309,2019-04-01,Compound 0-7-30,386.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11310,2019-04-01,Compound 7-6-17,472.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11311,2019-04-01,Compound 10-10-20,418.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11312,2019-04-01,Compound 14-7-14,395.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11313,2019-04-01,Compound 18-6-12,385.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11314,2019-04-01,Compound 24-2.5-10,396.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11315,2019-04-01,Compound 27-2.5-5,387.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11317,2019-04-01,Compound 8-5-18,384.8356687898089,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11318,2019-04-01,Compound 20-4-10,374.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11319,2019-04-01,Sulphate of Ammonia (21%),384.8356687898089,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11321,2019-04-01,Compound 10-5-25,395.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11322,2019-04-01,Compound 13-6-20,399.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11323,2019-04-01,Compound 15-3-20,384.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11325,2019-04-01,Compound 24-2.2-4.5,355.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11326,2019-04-01,Compound 19-0-15,361.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11327,2019-04-01,Compound 25-4-0,364.0,2019-04,4,2019,86.76,220.24,0.327,2.35,236.25
11328,2019-05-01,Calcium Ammonium Nitrate (27.5% N),282.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11329,2019-05-01,Urea (46% N),373.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11331,2019-05-01,Muriate of Potash (50% K),388.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11332,2019-05-01,Compound 0-10-20,384.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11333,2019-05-01,Compound 0-7-30,386.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11334,2019-05-01,Compound 7-6-17,476.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11335,2019-05-01,Compound 10-10-20,416.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11336,2019-05-01,Compound 14-7-14,394.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11337,2019-05-01,Compound 18-6-12,382.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11338,2019-05-01,Compound 24-2.5-10,393.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11339,2019-05-01,Compound 27-2.5-5,384.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11341,2019-05-01,Compound 8-5-18,384.8356687898089,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11342,2019-05-01,Compound 20-4-10,370.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11343,2019-05-01,Sulphate of Ammonia (21%),384.8356687898089,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11345,2019-05-01,Compound 10-5-25,394.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11346,2019-05-01,Compound 13-6-20,401.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11347,2019-05-01,Compound 15-3-20,383.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11349,2019-05-01,Compound 24-2.2-4.5,352.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11350,2019-05-01,Compound 19-0-15,357.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11351,2019-05-01,Compound 25-4-0,360.0,2019-05,5,2019,87.18,221.3,0.325,2.33,237.4
11352,2019-06-01,Calcium Ammonium Nitrate (27.5% N),279.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11353,2019-06-01,Urea (46% N),373.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11355,2019-06-01,Muriate of Potash (50% K),387.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11356,2019-06-01,Compound 0-10-20,384.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11357,2019-06-01,Compound 0-7-30,386.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11358,2019-06-01,Compound 7-6-17,476.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11359,2019-06-01,Compound 10-10-20,415.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11360,2019-06-01,Compound 14-7-14,393.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
11361,2019-06-01,Compound 18-6-12,382.0,2019-06,6,2019,86.34,219.16,0.33,2.11,235.1
