,statistic,date,fertiliser_type,unit,value,month_year,month,year
541,Fertiliser Price,1981-11-01,Compound 8-5-18,Euro per Tonne,,1981-11,11,1981
542,Fertiliser Price,1981-11-01,Compound 20-4-10,Euro per Tonne,,1981-11,11,1981
543,Fertiliser Price,1981-11-01,Sulphate of Ammonia (21%),Euro per Tonne,,1981-11,11,1981
544,Fertiliser Price,1981-11-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1981-11,11,1981
545,Fertiliser Price,1981-11-01,Compound 10-5-25,Euro per Tonne,,1981-11,11,1981
546,Fertiliser Price,1981-11-01,Compound 13-6-20,Euro per Tonne,,1981-11,11,1981
547,Fertiliser Price,1981-11-01,Compound 15-3-20,Euro per Tonne,,1981-11,11,1981
548,Fertiliser Price,1981-11-01,Compound 24-2.2-10,Euro per Tonne,,1981-11,11,1981
549,Fertiliser Price,1981-11-01,Compound 24-2.2-4.5,Euro per Tonne,,1981-11,11,1981
550,Fertiliser Price,1981-11-01,Compound 19-0-15,Euro per Tonne,,1981-11,11,1981
551,Fertiliser Price,1981-11-01,Compound 25-4-0,Euro per Tonne,,1981-11,11,1981
552,Fertiliser Price,1981-12-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,147.0,1981-12,12,1981
553,Fertiliser Price,1981-12-01,Urea (46% N),Euro per Tonne,188.0,1981-12,12,1981
554,Fertiliser Price,1981-12-01,Granular Superphosphate (16% P),Euro per Tonne,219.0,1981-12,12,1981
555,Fertiliser Price,1981-12-01,Muriate of Potash (50% K),Euro per Tonne,144.0,1981-12,12,1981
556,Fertiliser Price,1981-12-01,Compound 0-10-20,Euro per Tonne,167.0,1981-12,12,1981
557,Fertiliser Price,1981-12-01,Compound 0-7-30,Euro per Tonne,164.0,1981-12,12,1981
558,Fertiliser Price,1981-12-01,Compound 7-6-17,Euro per Tonne,201.0,1981-12,12,1981
559,Fertiliser Price,1981-12-01,Compound 10-10-20,Euro per Tonne,204.0,1981-12,12,1981
560,Fertiliser Price,1981-12-01,Compound 14-7-14,Euro per Tonne,193.0,1981-12,12,1981
561,Fertiliser Price,1981-12-01,Compound 18-6-12,Euro per Tonne,193.0,1981-12,12,1981
562,Fertiliser Price,1981-12-01,Compound 24-2.5-10,Euro per Tonne,192.0,1981-12,12,1981
563,Fertiliser Price,1981-12-01,Compound 27-2.5-5,Euro per Tonne,188.0,1981-12,12,1981
564,Fertiliser Price,1981-12-01,Sulphate of Potash (42% K),Euro per Tonne,,1981-12,12,1981
565,Fertiliser Price,1981-12-01,Compound 8-5-18,Euro per Tonne,,1981-12,12,1981
566,Fertiliser Price,1981-12-01,Compound 20-4-10,Euro per Tonne,,1981-12,12,1981
567,Fertiliser Price,1981-12-01,Sulphate of Ammonia (21%),Euro per Tonne,,1981-12,12,1981
568,Fertiliser Price,1981-12-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1981-12,12,1981
569,Fertiliser Price,1981-12-01,Compound 10-5-25,Euro per Tonne,,1981-12,12,1981
570,Fertiliser Price,1981-12-01,Compound 13-6-20,Euro per Tonne,,1981-12,12,1981
571,Fertiliser Price,1981-12-01,Compound 15-3-20,Euro per Tonne,,1981-12,12,1981
572,Fertiliser Price,1981-12-01,Compound 24-2.2-10,Euro per Tonne,,1981-12,12,1981
573,Fertiliser Price,1981-12-01,Compound 24-2.2-4.5,Euro per Tonne,,1981-12,12,1981
574,Fertiliser Price,1981-12-01,Compound 19-0-15,Euro per Tonne,,1981-12,12,1981
575,Fertiliser Price,1981-12-01,Compound 25-4-0,Euro per Tonne,,1981-12,12,1981
576,Fertiliser Price,1982-01-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,148.0,1982-01,1,1982
577,Fertiliser Price,1982-01-01,Urea (46% N),Euro per Tonne,189.0,1982-01,1,1982
578,Fertiliser Price,1982-01-01,Granular Superphosphate (16% P),Euro per Tonne,225.0,1982-01,1,1982
579,Fertiliser Price,1982-01-01,Muriate of Potash (50% K),Euro per Tonne,145.0,1982-01,1,1982
580,Fertiliser Price,1982-01-01,Compound 0-10-20,Euro per Tonne,167.0,1982-01,1,1982
581,Fertiliser Price,1982-01-01,Compound 0-7-30,Euro per Tonne,165.0,1982-01,1,1982
582,Fertiliser Price,1982-01-01,Compound 7-6-17,Euro per Tonne,208.0,1982-01,1,1982
583,Fertiliser Price,1982-01-01,Compound 10-10-20,Euro per Tonne,205.0,1982-01,1,1982
584,Fertiliser Price,1982-01-01,Compound 14-7-14,Euro per Tonne,193.0,1982-01,1,1982
585,Fertiliser Price,1982-01-01,Compound 18-6-12,Euro per Tonne,194.0,1982-01,1,1982
586,Fertiliser Price,1982-01-01,Compound 24-2.5-10,Euro per Tonne,194.0,1982-01,1,1982
587,Fertiliser Price,1982-01-01,Compound 27-2.5-5,Euro per Tonne,191.0,1982-01,1,1982
588,Fertiliser Price,1982-01-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-01,1,1982
589,Fertiliser Price,1982-01-01,Compound 8-5-18,Euro per Tonne,,1982-01,1,1982
590,Fertiliser Price,1982-01-01,Compound 20-4-10,Euro per Tonne,,1982-01,1,1982
591,Fertiliser Price,1982-01-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-01,1,1982
592,Fertiliser Price,1982-01-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-01,1,1982
593,Fertiliser Price,1982-01-01,Compound 10-5-25,Euro per Tonne,,1982-01,1,1982
594,Fertiliser Price,1982-01-01,Compound 13-6-20,Euro per Tonne,,1982-01,1,1982
595,Fertiliser Price,1982-01-01,Compound 15-3-20,Euro per Tonne,,1982-01,1,1982
596,Fertiliser Price,1982-01-01,Compound 24-2.2-10,Euro per Tonne,,1982-01,1,1982
597,Fertiliser Price,1982-01-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-01,1,1982
598,Fertiliser Price,1982-01-01,Compound 19-0-15,Euro per Tonne,,1982-01,1,1982
599,Fertiliser Price,1982-01-01,Compound 25-4-0,Euro per Tonne,,1982-01,1,1982
600,Fertiliser Price,1982-02-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,151.0,1982-02,2,1982
601,Fertiliser Price,1982-02-01,Urea (46% N),Euro per Tonne,192.0,1982-02,2,1982
602,Fertiliser Price,1982-02-01,Granular Superphosphate (16% P),Euro per Tonne,233.0,1982-02,2,1982
603,Fertiliser Price,1982-02-01,Muriate of Potash (50% K),Euro per Tonne,146.0,1982-02,2,1982
604,Fertiliser Price,1982-02-01,Compound 0-10-20,Euro per Tonne,168.0,1982-02,2,1982
605,Fertiliser Price,1982-02-01,Compound 0-7-30,Euro per Tonne,165.0,1982-02,2,1982
606,Fertiliser Price,1982-02-01,Compound 7-6-17,Euro per Tonne,209.0,1982-02,2,1982
607,Fertiliser Price,1982-02-01,Compound 10-10-20,Euro per Tonne,205.0,1982-02,2,1982
608,Fertiliser Price,1982-02-01,Compound 14-7-14,Euro per Tonne,193.0,1982-02,2,1982
609,Fertiliser Price,1982-02-01,Compound 18-6-12,Euro per Tonne,194.0,1982-02,2,1982
610,Fertiliser Price,1982-02-01,Compound 24-2.5-10,Euro per Tonne,195.0,1982-02,2,1982
611,Fertiliser Price,1982-02-01,Compound 27-2.5-5,Euro per Tonne,194.0,1982-02,2,1982
612,Fertiliser Price,1982-02-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-02,2,1982
613,Fertiliser Price,1982-02-01,Compound 8-5-18,Euro per Tonne,,1982-02,2,1982
614,Fertiliser Price,1982-02-01,Compound 20-4-10,Euro per Tonne,,1982-02,2,1982
615,Fertiliser Price,1982-02-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-02,2,1982
616,Fertiliser Price,1982-02-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-02,2,1982
617,Fertiliser Price,1982-02-01,Compound 10-5-25,Euro per Tonne,,1982-02,2,1982
618,Fertiliser Price,1982-02-01,Compound 13-6-20,Euro per Tonne,,1982-02,2,1982
619,Fertiliser Price,1982-02-01,Compound 15-3-20,Euro per Tonne,,1982-02,2,1982
620,Fertiliser Price,1982-02-01,Compound 24-2.2-10,Euro per Tonne,,1982-02,2,1982
621,Fertiliser Price,1982-02-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-02,2,1982
622,Fertiliser Price,1982-02-01,Compound 19-0-15,Euro per Tonne,,1982-02,2,1982
623,Fertiliser Price,1982-02-01,Compound 25-4-0,Euro per Tonne,,1982-02,2,1982
624,Fertiliser Price,1982-03-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,157.0,1982-03,3,1982
625,Fertiliser Price,1982-03-01,Urea (46% N),Euro per Tonne,198.0,1982-03,3,1982
626,Fertiliser Price,1982-03-01,Granular Superphosphate (16% P),Euro per Tonne,232.0,1982-03,3,1982
627,Fertiliser Price,1982-03-01,Muriate of Potash (50% K),Euro per Tonne,148.0,1982-03,3,1982
628,Fertiliser Price,1982-03-01,Compound 0-10-20,Euro per Tonne,169.0,1982-03,3,1982
629,Fertiliser Price,1982-03-01,Compound 0-7-30,Euro per Tonne,166.0,1982-03,3,1982
630,Fertiliser Price,1982-03-01,Compound 7-6-17,Euro per Tonne,216.0,1982-03,3,1982
631,Fertiliser Price,1982-03-01,Compound 10-10-20,Euro per Tonne,207.0,1982-03,3,1982
632,Fertiliser Price,1982-03-01,Compound 14-7-14,Euro per Tonne,194.0,1982-03,3,1982
633,Fertiliser Price,1982-03-01,Compound 18-6-12,Euro per Tonne,196.0,1982-03,3,1982
634,Fertiliser Price,1982-03-01,Compound 24-2.5-10,Euro per Tonne,198.0,1982-03,3,1982
635,Fertiliser Price,1982-03-01,Compound 27-2.5-5,Euro per Tonne,197.0,1982-03,3,1982
636,Fertiliser Price,1982-03-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-03,3,1982
637,Fertiliser Price,1982-03-01,Compound 8-5-18,Euro per Tonne,,1982-03,3,1982
638,Fertiliser Price,1982-03-01,Compound 20-4-10,Euro per Tonne,,1982-03,3,1982
639,Fertiliser Price,1982-03-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-03,3,1982
640,Fertiliser Price,1982-03-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-03,3,1982
641,Fertiliser Price,1982-03-01,Compound 10-5-25,Euro per Tonne,,1982-03,3,1982
642,Fertiliser Price,1982-03-01,Compound 13-6-20,Euro per Tonne,,1982-03,3,1982
643,Fertiliser Price,1982-03-01,Compound 15-3-20,Euro per Tonne,,1982-03,3,1982
644,Fertiliser Price,1982-03-01,Compound 24-2.2-10,Euro per Tonne,,1982-03,3,1982
645,Fertiliser Price,1982-03-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-03,3,1982
646,Fertiliser Price,1982-03-01,Compound 19-0-15,Euro per Tonne,,1982-03,3,1982
647,Fertiliser Price,1982-03-01,Compound 25-4-0,Euro per Tonne,,1982-03,3,1982
648,Fertiliser Price,1982-04-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,160.0,1982-04,4,1982
649,Fertiliser Price,1982-04-01,Urea (46% N),Euro per Tonne,200.0,1982-04,4,1982
650,Fertiliser Price,1982-04-01,Granular Superphosphate (16% P),Euro per Tonne,233.0,1982-04,4,1982
651,Fertiliser Price,1982-04-01,Muriate of Potash (50% K),Euro per Tonne,150.0,1982-04,4,1982
652,Fertiliser Price,1982-04-01,Compound 0-10-20,Euro per Tonne,169.0,1982-04,4,1982
653,Fertiliser Price,1982-04-01,Compound 0-7-30,Euro per Tonne,166.0,1982-04,4,1982
654,Fertiliser Price,1982-04-01,Compound 7-6-17,Euro per Tonne,218.0,1982-04,4,1982
655,Fertiliser Price,1982-04-01,Compound 10-10-20,Euro per Tonne,207.0,1982-04,4,1982
656,Fertiliser Price,1982-04-01,Compound 14-7-14,Euro per Tonne,194.0,1982-04,4,1982
657,Fertiliser Price,1982-04-01,Compound 18-6-12,Euro per Tonne,196.0,1982-04,4,1982
658,Fertiliser Price,1982-04-01,Compound 24-2.5-10,Euro per Tonne,199.0,1982-04,4,1982
659,Fertiliser Price,1982-04-01,Compound 27-2.5-5,Euro per Tonne,197.0,1982-04,4,1982
660,Fertiliser Price,1982-04-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-04,4,1982
661,Fertiliser Price,1982-04-01,Compound 8-5-18,Euro per Tonne,,1982-04,4,1982
662,Fertiliser Price,1982-04-01,Compound 20-4-10,Euro per Tonne,,1982-04,4,1982
663,Fertiliser Price,1982-04-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-04,4,1982
664,Fertiliser Price,1982-04-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-04,4,1982
665,Fertiliser Price,1982-04-01,Compound 10-5-25,Euro per Tonne,,1982-04,4,1982
666,Fertiliser Price,1982-04-01,Compound 13-6-20,Euro per Tonne,,1982-04,4,1982
667,Fertiliser Price,1982-04-01,Compound 15-3-20,Euro per Tonne,,1982-04,4,1982
668,Fertiliser Price,1982-04-01,Compound 24-2.2-10,Euro per Tonne,,1982-04,4,1982
669,Fertiliser Price,1982-04-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-04,4,1982
670,Fertiliser Price,1982-04-01,Compound 19-0-15,Euro per Tonne,,1982-04,4,1982
671,Fertiliser Price,1982-04-01,Compound 25-4-0,Euro per Tonne,,1982-04,4,1982
672,Fertiliser Price,1982-05-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,162.0,1982-05,5,1982
673,Fertiliser Price,1982-05-01,Urea (46% N),Euro per Tonne,201.0,1982-05,5,1982
674,Fertiliser Price,1982-05-01,Granular Superphosphate (16% P),Euro per Tonne,234.0,1982-05,5,1982
675,Fertiliser Price,1982-05-01,Muriate of Potash (50% K),Euro per Tonne,149.0,1982-05,5,1982
676,Fertiliser Price,1982-05-01,Compound 0-10-20,Euro per Tonne,169.0,1982-05,5,1982
677,Fertiliser Price,1982-05-01,Compound 0-7-30,Euro per Tonne,166.0,1982-05,5,1982
678,Fertiliser Price,1982-05-01,Compound 7-6-17,Euro per Tonne,218.0,1982-05,5,1982
679,Fertiliser Price,1982-05-01,Compound 10-10-20,Euro per Tonne,207.0,1982-05,5,1982
680,Fertiliser Price,1982-05-01,Compound 14-7-14,Euro per Tonne,193.0,1982-05,5,1982
681,Fertiliser Price,1982-05-01,Compound 18-6-12,Euro per Tonne,195.0,1982-05,5,1982
682,Fertiliser Price,1982-05-01,Compound 24-2.5-10,Euro per Tonne,199.0,1982-05,5,1982
683,Fertiliser Price,1982-05-01,Compound 27-2.5-5,Euro per Tonne,198.0,1982-05,5,1982
684,Fertiliser Price,1982-05-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-05,5,1982
685,Fertiliser Price,1982-05-01,Compound 8-5-18,Euro per Tonne,,1982-05,5,1982
686,Fertiliser Price,1982-05-01,Compound 20-4-10,Euro per Tonne,,1982-05,5,1982
687,Fertiliser Price,1982-05-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-05,5,1982
688,Fertiliser Price,1982-05-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-05,5,1982
689,Fertiliser Price,1982-05-01,Compound 10-5-25,Euro per Tonne,,1982-05,5,1982
690,Fertiliser Price,1982-05-01,Compound 13-6-20,Euro per Tonne,,1982-05,5,1982
691,Fertiliser Price,1982-05-01,Compound 15-3-20,Euro per Tonne,,1982-05,5,1982
692,Fertiliser Price,1982-05-01,Compound 24-2.2-10,Euro per Tonne,,1982-05,5,1982
693,Fertiliser Price,1982-05-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-05,5,1982
694,Fertiliser Price,1982-05-01,Compound 19-0-15,Euro per Tonne,,1982-05,5,1982
695,Fertiliser Price,1982-05-01,Compound 25-4-0,Euro per Tonne,,1982-05,5,1982
696,Fertiliser Price,1982-06-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,162.0,1982-06,6,1982
697,Fertiliser Price,1982-06-01,Urea (46% N),Euro per Tonne,201.0,1982-06,6,1982
698,Fertiliser Price,1982-06-01,Granular Superphosphate (16% P),Euro per Tonne,234.0,1982-06,6,1982
699,Fertiliser Price,1982-06-01,Muriate of Potash (50% K),Euro per Tonne,148.0,1982-06,6,1982
700,Fertiliser Price,1982-06-01,Compound 0-10-20,Euro per Tonne,169.0,1982-06,6,1982
701,Fertiliser Price,1982-06-01,Compound 0-7-30,Euro per Tonne,166.0,1982-06,6,1982
702,Fertiliser Price,1982-06-01,Compound 7-6-17,Euro per Tonne,218.0,1982-06,6,1982
703,Fertiliser Price,1982-06-01,Compound 10-10-20,Euro per Tonne,207.0,1982-06,6,1982
704,Fertiliser Price,1982-06-01,Compound 14-7-14,Euro per Tonne,193.0,1982-06,6,1982
705,Fertiliser Price,1982-06-01,Compound 18-6-12,Euro per Tonne,195.0,1982-06,6,1982
706,Fertiliser Price,1982-06-01,Compound 24-2.5-10,Euro per Tonne,199.0,1982-06,6,1982
707,Fertiliser Price,1982-06-01,Compound 27-2.5-5,Euro per Tonne,197.0,1982-06,6,1982
708,Fertiliser Price,1982-06-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-06,6,1982
709,Fertiliser Price,1982-06-01,Compound 8-5-18,Euro per Tonne,,1982-06,6,1982
710,Fertiliser Price,1982-06-01,Compound 20-4-10,Euro per Tonne,,1982-06,6,1982
711,Fertiliser Price,1982-06-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-06,6,1982
712,Fertiliser Price,1982-06-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-06,6,1982
713,Fertiliser Price,1982-06-01,Compound 10-5-25,Euro per Tonne,,1982-06,6,1982
714,Fertiliser Price,1982-06-01,Compound 13-6-20,Euro per Tonne,,1982-06,6,1982
715,Fertiliser Price,1982-06-01,Compound 15-3-20,Euro per Tonne,,1982-06,6,1982
716,Fertiliser Price,1982-06-01,Compound 24-2.2-10,Euro per Tonne,,1982-06,6,1982
717,Fertiliser Price,1982-06-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-06,6,1982
718,Fertiliser Price,1982-06-01,Compound 19-0-15,Euro per Tonne,,1982-06,6,1982
719,Fertiliser Price,1982-06-01,Compound 25-4-0,Euro per Tonne,,1982-06,6,1982
720,Fertiliser Price,1982-07-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,163.0,1982-07,7,1982
721,Fertiliser Price,1982-07-01,Urea (46% N),Euro per Tonne,201.0,1982-07,7,1982
722,Fertiliser Price,1982-07-01,Granular Superphosphate (16% P),Euro per Tonne,235.0,1982-07,7,1982
723,Fertiliser Price,1982-07-01,Muriate of Potash (50% K),Euro per Tonne,149.0,1982-07,7,1982
724,Fertiliser Price,1982-07-01,Compound 0-10-20,Euro per Tonne,169.0,1982-07,7,1982
725,Fertiliser Price,1982-07-01,Compound 0-7-30,Euro per Tonne,166.0,1982-07,7,1982
726,Fertiliser Price,1982-07-01,Compound 7-6-17,Euro per Tonne,218.0,1982-07,7,1982
727,Fertiliser Price,1982-07-01,Compound 10-10-20,Euro per Tonne,206.0,1982-07,7,1982
728,Fertiliser Price,1982-07-01,Compound 14-7-14,Euro per Tonne,194.0,1982-07,7,1982
729,Fertiliser Price,1982-07-01,Compound 18-6-12,Euro per Tonne,195.0,1982-07,7,1982
730,Fertiliser Price,1982-07-01,Compound 24-2.5-10,Euro per Tonne,199.0,1982-07,7,1982
731,Fertiliser Price,1982-07-01,Compound 27-2.5-5,Euro per Tonne,197.0,1982-07,7,1982
732,Fertiliser Price,1982-07-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-07,7,1982
733,Fertiliser Price,1982-07-01,Compound 8-5-18,Euro per Tonne,,1982-07,7,1982
734,Fertiliser Price,1982-07-01,Compound 20-4-10,Euro per Tonne,,1982-07,7,1982
735,Fertiliser Price,1982-07-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-07,7,1982
736,Fertiliser Price,1982-07-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-07,7,1982
737,Fertiliser Price,1982-07-01,Compound 10-5-25,Euro per Tonne,,1982-07,7,1982
738,Fertiliser Price,1982-07-01,Compound 13-6-20,Euro per Tonne,,1982-07,7,1982
739,Fertiliser Price,1982-07-01,Compound 15-3-20,Euro per Tonne,,1982-07,7,1982
740,Fertiliser Price,1982-07-01,Compound 24-2.2-10,Euro per Tonne,,1982-07,7,1982
741,Fertiliser Price,1982-07-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-07,7,1982
742,Fertiliser Price,1982-07-01,Compound 19-0-15,Euro per Tonne,,1982-07,7,1982
743,Fertiliser Price,1982-07-01,Compound 25-4-0,Euro per Tonne,,1982-07,7,1982
744,Fertiliser Price,1982-08-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,163.0,1982-08,8,1982
745,Fertiliser Price,1982-08-01,Urea (46% N),Euro per Tonne,202.0,1982-08,8,1982
746,Fertiliser Price,1982-08-01,Granular Superphosphate (16% P),Euro per Tonne,235.0,1982-08,8,1982
747,Fertiliser Price,1982-08-01,Muriate of Potash (50% K),Euro per Tonne,148.0,1982-08,8,1982
748,Fertiliser Price,1982-08-01,Compound 0-10-20,Euro per Tonne,169.0,1982-08,8,1982
749,Fertiliser Price,1982-08-01,Compound 0-7-30,Euro per Tonne,166.0,1982-08,8,1982
750,Fertiliser Price,1982-08-01,Compound 7-6-17,Euro per Tonne,219.0,1982-08,8,1982
751,Fertiliser Price,1982-08-01,Compound 10-10-20,Euro per Tonne,206.0,1982-08,8,1982
752,Fertiliser Price,1982-08-01,Compound 14-7-14,Euro per Tonne,194.0,1982-08,8,1982
753,Fertiliser Price,1982-08-01,Compound 18-6-12,Euro per Tonne,195.0,1982-08,8,1982
754,Fertiliser Price,1982-08-01,Compound 24-2.5-10,Euro per Tonne,198.0,1982-08,8,1982
755,Fertiliser Price,1982-08-01,Compound 27-2.5-5,Euro per Tonne,196.0,1982-08,8,1982
756,Fertiliser Price,1982-08-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-08,8,1982
757,Fertiliser Price,1982-08-01,Compound 8-5-18,Euro per Tonne,,1982-08,8,1982
758,Fertiliser Price,1982-08-01,Compound 20-4-10,Euro per Tonne,,1982-08,8,1982
759,Fertiliser Price,1982-08-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-08,8,1982
760,Fertiliser Price,1982-08-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-08,8,1982
761,Fertiliser Price,1982-08-01,Compound 10-5-25,Euro per Tonne,,1982-08,8,1982
762,Fertiliser Price,1982-08-01,Compound 13-6-20,Euro per Tonne,,1982-08,8,1982
763,Fertiliser Price,1982-08-01,Compound 15-3-20,Euro per Tonne,,1982-08,8,1982
764,Fertiliser Price,1982-08-01,Compound 24-2.2-10,Euro per Tonne,,1982-08,8,1982
765,Fertiliser Price,1982-08-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-08,8,1982
766,Fertiliser Price,1982-08-01,Compound 19-0-15,Euro per Tonne,,1982-08,8,1982
767,Fertiliser Price,1982-08-01,Compound 25-4-0,Euro per Tonne,,1982-08,8,1982
768,Fertiliser Price,1982-09-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,158.0,1982-09,9,1982
769,Fertiliser Price,1982-09-01,Urea (46% N),Euro per Tonne,199.0,1982-09,9,1982
770,Fertiliser Price,1982-09-01,Granular Superphosphate (16% P),Euro per Tonne,236.0,1982-09,9,1982
771,Fertiliser Price,1982-09-01,Muriate of Potash (50% K),Euro per Tonne,148.0,1982-09,9,1982
772,Fertiliser Price,1982-09-01,Compound 0-10-20,Euro per Tonne,168.0,1982-09,9,1982
773,Fertiliser Price,1982-09-01,Compound 0-7-30,Euro per Tonne,166.0,1982-09,9,1982
774,Fertiliser Price,1982-09-01,Compound 7-6-17,Euro per Tonne,219.0,1982-09,9,1982
775,Fertiliser Price,1982-09-01,Compound 10-10-20,Euro per Tonne,206.0,1982-09,9,1982
776,Fertiliser Price,1982-09-01,Compound 14-7-14,Euro per Tonne,195.0,1982-09,9,1982
777,Fertiliser Price,1982-09-01,Compound 18-6-12,Euro per Tonne,195.0,1982-09,9,1982
778,Fertiliser Price,1982-09-01,Compound 24-2.5-10,Euro per Tonne,197.0,1982-09,9,1982
779,Fertiliser Price,1982-09-01,Compound 27-2.5-5,Euro per Tonne,196.0,1982-09,9,1982
780,Fertiliser Price,1982-09-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-09,9,1982
781,Fertiliser Price,1982-09-01,Compound 8-5-18,Euro per Tonne,,1982-09,9,1982
782,Fertiliser Price,1982-09-01,Compound 20-4-10,Euro per Tonne,,1982-09,9,1982
783,Fertiliser Price,1982-09-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-09,9,1982
784,Fertiliser Price,1982-09-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-09,9,1982
785,Fertiliser Price,1982-09-01,Compound 10-5-25,Euro per Tonne,,1982-09,9,1982
786,Fertiliser Price,1982-09-01,Compound 13-6-20,Euro per Tonne,,1982-09,9,1982
787,Fertiliser Price,1982-09-01,Compound 15-3-20,Euro per Tonne,,1982-09,9,1982
788,Fertiliser Price,1982-09-01,Compound 24-2.2-10,Euro per Tonne,,1982-09,9,1982
789,Fertiliser Price,1982-09-01,Compound 24-2.2-4.5,Euro per Tonne,,1982-09,9,1982
790,Fertiliser Price,1982-09-01,Compound 19-0-15,Euro per Tonne,,1982-09,9,1982
791,Fertiliser Price,1982-09-01,Compound 25-4-0,Euro per Tonne,,1982-09,9,1982
792,Fertiliser Price,1982-10-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,155.0,1982-10,10,1982
793,Fertiliser Price,1982-10-01,Urea (46% N),Euro per Tonne,196.0,1982-10,10,1982
794,Fertiliser Price,1982-10-01,Granular Superphosphate (16% P),Euro per Tonne,234.0,1982-10,10,1982
795,Fertiliser Price,1982-10-01,Muriate of Potash (50% K),Euro per Tonne,149.0,1982-10,10,1982
796,Fertiliser Price,1982-10-01,Compound 0-10-20,Euro per Tonne,167.0,1982-10,10,1982
797,Fertiliser Price,1982-10-01,Compound 0-7-30,Euro per Tonne,165.0,1982-10,10,1982
798,Fertiliser Price,1982-10-01,Compound 7-6-17,Euro per Tonne,219.0,1982-10,10,1982
799,Fertiliser Price,1982-10-01,Compound 10-10-20,Euro per Tonne,206.0,1982-10,10,1982
800,Fertiliser Price,1982-10-01,Compound 14-7-14,Euro per Tonne,194.0,1982-10,10,1982
801,Fertiliser Price,1982-10-01,Compound 18-6-12,Euro per Tonne,194.0,1982-10,10,1982
802,Fertiliser Price,1982-10-01,Compound 24-2.5-10,Euro per Tonne,196.0,1982-10,10,1982
803,Fertiliser Price,1982-10-01,Compound 27-2.5-5,Euro per Tonne,195.0,1982-10,10,1982
804,Fertiliser Price,1982-10-01,Sulphate of Potash (42% K),Euro per Tonne,,1982-10,10,1982
805,Fertiliser Price,1982-10-01,Compound 8-5-18,Euro per Tonne,,1982-10,10,1982
806,Fertiliser Price,1982-10-01,Compound 20-4-10,Euro per Tonne,,1982-10,10,1982
807,Fertiliser Price,1982-10-01,Sulphate of Ammonia (21%),Euro per Tonne,,1982-10,10,1982
808,Fertiliser Price,1982-10-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,1982-10,10,1982
809,Fertiliser Price,1982-10-01,Compound 10-5-25,Euro per Tonne,,1982-10,10,1982
810,Fertiliser Price,1982-10-01,Compound 13-6-20,Euro per Tonne,,1982-10,10,1982
811,Fertiliser Price,1982-10-01,Compound 15-3-20,Euro per Tonne,,1982-10,10,1982
812,Fertiliser Price,1982-10-01,Compound 24-2.2-10,Euro per Tonne,,1982-10,10,1982
