,statistic,date,fertiliser_type,unit,value,month_year,month,year
6086,Fertiliser Price,2001-02-01,Compound 20-4-10,Euro per Tonne,,2001-02,2,2001
6087,Fertiliser Price,2001-02-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-02,2,2001
6088,Fertiliser Price,2001-02-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-02,2,2001
6089,Fertiliser Price,2001-02-01,Compound 10-5-25,Euro per Tonne,,2001-02,2,2001
6090,Fertiliser Price,2001-02-01,Compound 13-6-20,Euro per Tonne,,2001-02,2,2001
6091,Fertiliser Price,2001-02-01,Compound 15-3-20,Euro per Tonne,,2001-02,2,2001
6092,Fertiliser Price,2001-02-01,Compound 24-2.2-10,Euro per Tonne,,2001-02,2,2001
6093,Fertiliser Price,2001-02-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-02,2,2001
6094,Fertiliser Price,2001-02-01,Compound 19-0-15,Euro per Tonne,,2001-02,2,2001
6095,Fertiliser Price,2001-02-01,Compound 25-4-0,Euro per Tonne,,2001-02,2,2001
6096,Fertiliser Price,2001-03-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,195.0,2001-03,3,2001
6097,Fertiliser Price,2001-03-01,Urea (46% N),Euro per Tonne,241.0,2001-03,3,2001
6098,Fertiliser Price,2001-03-01,Granular Superphosphate (16% P),Euro per Tonne,278.0,2001-03,3,2001
6099,Fertiliser Price,2001-03-01,Muriate of Potash (50% K),Euro per Tonne,225.0,2001-03,3,2001
6100,Fertiliser Price,2001-03-01,Compound 0-10-20,Euro per Tonne,203.0,2001-03,3,2001
6101,Fertiliser Price,2001-03-01,Compound 0-7-30,Euro per Tonne,202.0,2001-03,3,2001
6102,Fertiliser Price,2001-03-01,Compound 7-6-17,Euro per Tonne,,2001-03,3,2001
6103,Fertiliser Price,2001-03-01,Compound 10-10-20,Euro per Tonne,249.0,2001-03,3,2001
6104,Fertiliser Price,2001-03-01,Compound 14-7-14,Euro per Tonne,237.0,2001-03,3,2001
6105,Fertiliser Price,2001-03-01,Compound 18-6-12,Euro per Tonne,235.0,2001-03,3,2001
6106,Fertiliser Price,2001-03-01,Compound 24-2.5-10,Euro per Tonne,238.0,2001-03,3,2001
6107,Fertiliser Price,2001-03-01,Compound 27-2.5-5,Euro per Tonne,236.0,2001-03,3,2001
6108,Fertiliser Price,2001-03-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-03,3,2001
6109,Fertiliser Price,2001-03-01,Compound 8-5-18,Euro per Tonne,,2001-03,3,2001
6110,Fertiliser Price,2001-03-01,Compound 20-4-10,Euro per Tonne,,2001-03,3,2001
6111,Fertiliser Price,2001-03-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-03,3,2001
6112,Fertiliser Price,2001-03-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-03,3,2001
6113,Fertiliser Price,2001-03-01,Compound 10-5-25,Euro per Tonne,,2001-03,3,2001
6114,Fertiliser Price,2001-03-01,Compound 13-6-20,Euro per Tonne,,2001-03,3,2001
6115,Fertiliser Price,2001-03-01,Compound 15-3-20,Euro per Tonne,,2001-03,3,2001
6116,Fertiliser Price,2001-03-01,Compound 24-2.2-10,Euro per Tonne,,2001-03,3,2001
6117,Fertiliser Price,2001-03-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-03,3,2001
6118,Fertiliser Price,2001-03-01,Compound 19-0-15,Euro per Tonne,,2001-03,3,2001
6119,Fertiliser Price,2001-03-01,Compound 25-4-0,Euro per Tonne,,2001-03,3,2001
6120,Fertiliser Price,2001-04-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,194.0,2001-04,4,2001
6121,Fertiliser Price,2001-04-01,Urea (46% N),Euro per Tonne,241.0,2001-04,4,2001
6122,Fertiliser Price,2001-04-01,Granular Superphosphate (16% P),Euro per Tonne,279.0,2001-04,4,2001
6123,Fertiliser Price,2001-04-01,Muriate of Potash (50% K),Euro per Tonne,227.0,2001-04,4,2001
6124,Fertiliser Price,2001-04-01,Compound 0-10-20,Euro per Tonne,204.0,2001-04,4,2001
6125,Fertiliser Price,2001-04-01,Compound 0-7-30,Euro per Tonne,203.0,2001-04,4,2001
6126,Fertiliser Price,2001-04-01,Compound 7-6-17,Euro per Tonne,,2001-04,4,2001
6127,Fertiliser Price,2001-04-01,Compound 10-10-20,Euro per Tonne,249.0,2001-04,4,2001
6128,Fertiliser Price,2001-04-01,Compound 14-7-14,Euro per Tonne,240.0,2001-04,4,2001
6129,Fertiliser Price,2001-04-01,Compound 18-6-12,Euro per Tonne,236.0,2001-04,4,2001
6130,Fertiliser Price,2001-04-01,Compound 24-2.5-10,Euro per Tonne,238.0,2001-04,4,2001
6131,Fertiliser Price,2001-04-01,Compound 27-2.5-5,Euro per Tonne,235.0,2001-04,4,2001
6132,Fertiliser Price,2001-04-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-04,4,2001
6133,Fertiliser Price,2001-04-01,Compound 8-5-18,Euro per Tonne,,2001-04,4,2001
6134,Fertiliser Price,2001-04-01,Compound 20-4-10,Euro per Tonne,,2001-04,4,2001
6135,Fertiliser Price,2001-04-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-04,4,2001
6136,Fertiliser Price,2001-04-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-04,4,2001
6137,Fertiliser Price,2001-04-01,Compound 10-5-25,Euro per Tonne,,2001-04,4,2001
6138,Fertiliser Price,2001-04-01,Compound 13-6-20,Euro per Tonne,,2001-04,4,2001
6139,Fertiliser Price,2001-04-01,Compound 15-3-20,Euro per Tonne,,2001-04,4,2001
6140,Fertiliser Price,2001-04-01,Compound 24-2.2-10,Euro per Tonne,,2001-04,4,2001
6141,Fertiliser Price,2001-04-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-04,4,2001
6142,Fertiliser Price,2001-04-01,Compound 19-0-15,Euro per Tonne,,2001-04,4,2001
6143,Fertiliser Price,2001-04-01,Compound 25-4-0,Euro per Tonne,,2001-04,4,2001
6144,Fertiliser Price,2001-05-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,193.0,2001-05,5,2001
6145,Fertiliser Price,2001-05-01,Urea (46% N),Euro per Tonne,241.0,2001-05,5,2001
6146,Fertiliser Price,2001-05-01,Granular Superphosphate (16% P),Euro per Tonne,276.0,2001-05,5,2001
6147,Fertiliser Price,2001-05-01,Muriate of Potash (50% K),Euro per Tonne,225.0,2001-05,5,2001
6148,Fertiliser Price,2001-05-01,Compound 0-10-20,Euro per Tonne,204.0,2001-05,5,2001
6149,Fertiliser Price,2001-05-01,Compound 0-7-30,Euro per Tonne,203.0,2001-05,5,2001
6150,Fertiliser Price,2001-05-01,Compound 7-6-17,Euro per Tonne,,2001-05,5,2001
6151,Fertiliser Price,2001-05-01,Compound 10-10-20,Euro per Tonne,248.0,2001-05,5,2001
6152,Fertiliser Price,2001-05-01,Compound 14-7-14,Euro per Tonne,239.0,2001-05,5,2001
6153,Fertiliser Price,2001-05-01,Compound 18-6-12,Euro per Tonne,235.0,2001-05,5,2001
6154,Fertiliser Price,2001-05-01,Compound 24-2.5-10,Euro per Tonne,237.0,2001-05,5,2001
6155,Fertiliser Price,2001-05-01,Compound 27-2.5-5,Euro per Tonne,234.0,2001-05,5,2001
6156,Fertiliser Price,2001-05-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-05,5,2001
6157,Fertiliser Price,2001-05-01,Compound 8-5-18,Euro per Tonne,,2001-05,5,2001
6158,Fertiliser Price,2001-05-01,Compound 20-4-10,Euro per Tonne,,2001-05,5,2001
6159,Fertiliser Price,2001-05-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-05,5,2001
6160,Fertiliser Price,2001-05-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-05,5,2001
6161,Fertiliser Price,2001-05-01,Compound 10-5-25,Euro per Tonne,,2001-05,5,2001
6162,Fertiliser Price,2001-05-01,Compound 13-6-20,Euro per Tonne,,2001-05,5,2001
6163,Fertiliser Price,2001-05-01,Compound 15-3-20,Euro per Tonne,,2001-05,5,2001
6164,Fertiliser Price,2001-05-01,Compound 24-2.2-10,Euro per Tonne,,2001-05,5,2001
6165,Fertiliser Price,2001-05-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-05,5,2001
6166,Fertiliser Price,2001-05-01,Compound 19-0-15,Euro per Tonne,,2001-05,5,2001
6167,Fertiliser Price,2001-05-01,Compound 25-4-0,Euro per Tonne,,2001-05,5,2001
6168,Fertiliser Price,2001-06-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,190.0,2001-06,6,2001
6169,Fertiliser Price,2001-06-01,Urea (46% N),Euro per Tonne,237.0,2001-06,6,2001
6170,Fertiliser Price,2001-06-01,Granular Superphosphate (16% P),Euro per Tonne,278.0,2001-06,6,2001
6171,Fertiliser Price,2001-06-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2001-06,6,2001
6172,Fertiliser Price,2001-06-01,Compound 0-10-20,Euro per Tonne,202.0,2001-06,6,2001
6173,Fertiliser Price,2001-06-01,Compound 0-7-30,Euro per Tonne,202.0,2001-06,6,2001
6174,Fertiliser Price,2001-06-01,Compound 7-6-17,Euro per Tonne,,2001-06,6,2001
6175,Fertiliser Price,2001-06-01,Compound 10-10-20,Euro per Tonne,246.0,2001-06,6,2001
6176,Fertiliser Price,2001-06-01,Compound 14-7-14,Euro per Tonne,237.0,2001-06,6,2001
6177,Fertiliser Price,2001-06-01,Compound 18-6-12,Euro per Tonne,233.0,2001-06,6,2001
6178,Fertiliser Price,2001-06-01,Compound 24-2.5-10,Euro per Tonne,234.0,2001-06,6,2001
6179,Fertiliser Price,2001-06-01,Compound 27-2.5-5,Euro per Tonne,231.0,2001-06,6,2001
6180,Fertiliser Price,2001-06-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-06,6,2001
6181,Fertiliser Price,2001-06-01,Compound 8-5-18,Euro per Tonne,,2001-06,6,2001
6182,Fertiliser Price,2001-06-01,Compound 20-4-10,Euro per Tonne,,2001-06,6,2001
6183,Fertiliser Price,2001-06-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-06,6,2001
6184,Fertiliser Price,2001-06-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-06,6,2001
6185,Fertiliser Price,2001-06-01,Compound 10-5-25,Euro per Tonne,,2001-06,6,2001
6186,Fertiliser Price,2001-06-01,Compound 13-6-20,Euro per Tonne,,2001-06,6,2001
6187,Fertiliser Price,2001-06-01,Compound 15-3-20,Euro per Tonne,,2001-06,6,2001
6188,Fertiliser Price,2001-06-01,Compound 24-2.2-10,Euro per Tonne,,2001-06,6,2001
6189,Fertiliser Price,2001-06-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-06,6,2001
6190,Fertiliser Price,2001-06-01,Compound 19-0-15,Euro per Tonne,,2001-06,6,2001
6191,Fertiliser Price,2001-06-01,Compound 25-4-0,Euro per Tonne,,2001-06,6,2001
6192,Fertiliser Price,2001-07-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,189.0,2001-07,7,2001
6193,Fertiliser Price,2001-07-01,Urea (46% N),Euro per Tonne,237.0,2001-07,7,2001
6194,Fertiliser Price,2001-07-01,Granular Superphosphate (16% P),Euro per Tonne,279.0,2001-07,7,2001
6195,Fertiliser Price,2001-07-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2001-07,7,2001
6196,Fertiliser Price,2001-07-01,Compound 0-10-20,Euro per Tonne,201.0,2001-07,7,2001
6197,Fertiliser Price,2001-07-01,Compound 0-7-30,Euro per Tonne,201.0,2001-07,7,2001
6198,Fertiliser Price,2001-07-01,Compound 7-6-17,Euro per Tonne,,2001-07,7,2001
6199,Fertiliser Price,2001-07-01,Compound 10-10-20,Euro per Tonne,246.0,2001-07,7,2001
6200,Fertiliser Price,2001-07-01,Compound 14-7-14,Euro per Tonne,237.0,2001-07,7,2001
6201,Fertiliser Price,2001-07-01,Compound 18-6-12,Euro per Tonne,232.0,2001-07,7,2001
6202,Fertiliser Price,2001-07-01,Compound 24-2.5-10,Euro per Tonne,234.0,2001-07,7,2001
6203,Fertiliser Price,2001-07-01,Compound 27-2.5-5,Euro per Tonne,230.0,2001-07,7,2001
6204,Fertiliser Price,2001-07-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-07,7,2001
6205,Fertiliser Price,2001-07-01,Compound 8-5-18,Euro per Tonne,,2001-07,7,2001
6206,Fertiliser Price,2001-07-01,Compound 20-4-10,Euro per Tonne,,2001-07,7,2001
6207,Fertiliser Price,2001-07-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-07,7,2001
6208,Fertiliser Price,2001-07-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-07,7,2001
6209,Fertiliser Price,2001-07-01,Compound 10-5-25,Euro per Tonne,,2001-07,7,2001
6210,Fertiliser Price,2001-07-01,Compound 13-6-20,Euro per Tonne,,2001-07,7,2001
6211,Fertiliser Price,2001-07-01,Compound 15-3-20,Euro per Tonne,,2001-07,7,2001
6212,Fertiliser Price,2001-07-01,Compound 24-2.2-10,Euro per Tonne,,2001-07,7,2001
6213,Fertiliser Price,2001-07-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-07,7,2001
6214,Fertiliser Price,2001-07-01,Compound 19-0-15,Euro per Tonne,,2001-07,7,2001
6215,Fertiliser Price,2001-07-01,Compound 25-4-0,Euro per Tonne,,2001-07,7,2001
6216,Fertiliser Price,2001-08-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,188.0,2001-08,8,2001
6217,Fertiliser Price,2001-08-01,Urea (46% N),Euro per Tonne,236.0,2001-08,8,2001
6218,Fertiliser Price,2001-08-01,Granular Superphosphate (16% P),Euro per Tonne,278.0,2001-08,8,2001
6219,Fertiliser Price,2001-08-01,Muriate of Potash (50% K),Euro per Tonne,223.0,2001-08,8,2001
6220,Fertiliser Price,2001-08-01,Compound 0-10-20,Euro per Tonne,202.0,2001-08,8,2001
6221,Fertiliser Price,2001-08-01,Compound 0-7-30,Euro per Tonne,202.0,2001-08,8,2001
6222,Fertiliser Price,2001-08-01,Compound 7-6-17,Euro per Tonne,,2001-08,8,2001
6223,Fertiliser Price,2001-08-01,Compound 10-10-20,Euro per Tonne,245.0,2001-08,8,2001
6224,Fertiliser Price,2001-08-01,Compound 14-7-14,Euro per Tonne,235.0,2001-08,8,2001
6225,Fertiliser Price,2001-08-01,Compound 18-6-12,Euro per Tonne,232.0,2001-08,8,2001
6226,Fertiliser Price,2001-08-01,Compound 24-2.5-10,Euro per Tonne,233.0,2001-08,8,2001
6227,Fertiliser Price,2001-08-01,Compound 27-2.5-5,Euro per Tonne,229.0,2001-08,8,2001
6228,Fertiliser Price,2001-08-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-08,8,2001
6229,Fertiliser Price,2001-08-01,Compound 8-5-18,Euro per Tonne,,2001-08,8,2001
6230,Fertiliser Price,2001-08-01,Compound 20-4-10,Euro per Tonne,,2001-08,8,2001
6231,Fertiliser Price,2001-08-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-08,8,2001
6232,Fertiliser Price,2001-08-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-08,8,2001
6233,Fertiliser Price,2001-08-01,Compound 10-5-25,Euro per Tonne,,2001-08,8,2001
6234,Fertiliser Price,2001-08-01,Compound 13-6-20,Euro per Tonne,,2001-08,8,2001
6235,Fertiliser Price,2001-08-01,Compound 15-3-20,Euro per Tonne,,2001-08,8,2001
6236,Fertiliser Price,2001-08-01,Compound 24-2.2-10,Euro per Tonne,,2001-08,8,2001
6237,Fertiliser Price,2001-08-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-08,8,2001
6238,Fertiliser Price,2001-08-01,Compound 19-0-15,Euro per Tonne,,2001-08,8,2001
6239,Fertiliser Price,2001-08-01,Compound 25-4-0,Euro per Tonne,,2001-08,8,2001
6240,Fertiliser Price,2001-09-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,188.0,2001-09,9,2001
6241,Fertiliser Price,2001-09-01,Urea (46% N),Euro per Tonne,236.0,2001-09,9,2001
6242,Fertiliser Price,2001-09-01,Granular Superphosphate (16% P),Euro per Tonne,278.0,2001-09,9,2001
6243,Fertiliser Price,2001-09-01,Muriate of Potash (50% K),Euro per Tonne,223.0,2001-09,9,2001
6244,Fertiliser Price,2001-09-01,Compound 0-10-20,Euro per Tonne,201.0,2001-09,9,2001
6245,Fertiliser Price,2001-09-01,Compound 0-7-30,Euro per Tonne,201.0,2001-09,9,2001
6246,Fertiliser Price,2001-09-01,Compound 7-6-17,Euro per Tonne,,2001-09,9,2001
6247,Fertiliser Price,2001-09-01,Compound 10-10-20,Euro per Tonne,244.0,2001-09,9,2001
6248,Fertiliser Price,2001-09-01,Compound 14-7-14,Euro per Tonne,235.0,2001-09,9,2001
6249,Fertiliser Price,2001-09-01,Compound 18-6-12,Euro per Tonne,231.0,2001-09,9,2001
6250,Fertiliser Price,2001-09-01,Compound 24-2.5-10,Euro per Tonne,232.0,2001-09,9,2001
6251,Fertiliser Price,2001-09-01,Compound 27-2.5-5,Euro per Tonne,228.0,2001-09,9,2001
6252,Fertiliser Price,2001-09-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-09,9,2001
6253,Fertiliser Price,2001-09-01,Compound 8-5-18,Euro per Tonne,,2001-09,9,2001
6254,Fertiliser Price,2001-09-01,Compound 20-4-10,Euro per Tonne,,2001-09,9,2001
6255,Fertiliser Price,2001-09-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-09,9,2001
6256,Fertiliser Price,2001-09-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-09,9,2001
6257,Fertiliser Price,2001-09-01,Compound 10-5-25,Euro per Tonne,,2001-09,9,2001
6258,Fertiliser Price,2001-09-01,Compound 13-6-20,Euro per Tonne,,2001-09,9,2001
6259,Fertiliser Price,2001-09-01,Compound 15-3-20,Euro per Tonne,,2001-09,9,2001
6260,Fertiliser Price,2001-09-01,Compound 24-2.2-10,Euro per Tonne,,2001-09,9,2001
6261,Fertiliser Price,2001-09-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-09,9,2001
6262,Fertiliser Price,2001-09-01,Compound 19-0-15,Euro per Tonne,,2001-09,9,2001
6263,Fertiliser Price,2001-09-01,Compound 25-4-0,Euro per Tonne,,2001-09,9,2001
6264,Fertiliser Price,2001-10-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,189.0,2001-10,10,2001
6265,Fertiliser Price,2001-10-01,Urea (46% N),Euro per Tonne,238.0,2001-10,10,2001
6266,Fertiliser Price,2001-10-01,Granular Superphosphate (16% P),Euro per Tonne,269.0,2001-10,10,2001
6267,Fertiliser Price,2001-10-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2001-10,10,2001
6268,Fertiliser Price,2001-10-01,Compound 0-10-20,Euro per Tonne,204.0,2001-10,10,2001
6269,Fertiliser Price,2001-10-01,Compound 0-7-30,Euro per Tonne,203.0,2001-10,10,2001
6270,Fertiliser Price,2001-10-01,Compound 7-6-17,Euro per Tonne,,2001-10,10,2001
6271,Fertiliser Price,2001-10-01,Compound 10-10-20,Euro per Tonne,247.0,2001-10,10,2001
6272,Fertiliser Price,2001-10-01,Compound 14-7-14,Euro per Tonne,235.0,2001-10,10,2001
6273,Fertiliser Price,2001-10-01,Compound 18-6-12,Euro per Tonne,234.0,2001-10,10,2001
6274,Fertiliser Price,2001-10-01,Compound 24-2.5-10,Euro per Tonne,234.0,2001-10,10,2001
6275,Fertiliser Price,2001-10-01,Compound 27-2.5-5,Euro per Tonne,231.0,2001-10,10,2001
6276,Fertiliser Price,2001-10-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-10,10,2001
6277,Fertiliser Price,2001-10-01,Compound 8-5-18,Euro per Tonne,,2001-10,10,2001
6278,Fertiliser Price,2001-10-01,Compound 20-4-10,Euro per Tonne,,2001-10,10,2001
6279,Fertiliser Price,2001-10-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-10,10,2001
6280,Fertiliser Price,2001-10-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-10,10,2001
6281,Fertiliser Price,2001-10-01,Compound 10-5-25,Euro per Tonne,,2001-10,10,2001
6282,Fertiliser Price,2001-10-01,Compound 13-6-20,Euro per Tonne,,2001-10,10,2001
6283,Fertiliser Price,2001-10-01,Compound 15-3-20,Euro per Tonne,,2001-10,10,2001
6284,Fertiliser Price,2001-10-01,Compound 24-2.2-10,Euro per Tonne,,2001-10,10,2001
6285,Fertiliser Price,2001-10-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-10,10,2001
6286,Fertiliser Price,2001-10-01,Compound 19-0-15,Euro per Tonne,,2001-10,10,2001
6287,Fertiliser Price,2001-10-01,Compound 25-4-0,Euro per Tonne,,2001-10,10,2001
6288,Fertiliser Price,2001-11-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,190.0,2001-11,11,2001
6289,Fertiliser Price,2001-11-01,Urea (46% N),Euro per Tonne,238.0,2001-11,11,2001
6290,Fertiliser Price,2001-11-01,Granular Superphosphate (16% P),Euro per Tonne,269.0,2001-11,11,2001
6291,Fertiliser Price,2001-11-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2001-11,11,2001
6292,Fertiliser Price,2001-11-01,Compound 0-10-20,Euro per Tonne,203.0,2001-11,11,2001
6293,Fertiliser Price,2001-11-01,Compound 0-7-30,Euro per Tonne,203.0,2001-11,11,2001
6294,Fertiliser Price,2001-11-01,Compound 7-6-17,Euro per Tonne,,2001-11,11,2001
6295,Fertiliser Price,2001-11-01,Compound 10-10-20,Euro per Tonne,247.0,2001-11,11,2001
6296,Fertiliser Price,2001-11-01,Compound 14-7-14,Euro per Tonne,235.0,2001-11,11,2001
6297,Fertiliser Price,2001-11-01,Compound 18-6-12,Euro per Tonne,234.0,2001-11,11,2001
6298,Fertiliser Price,2001-11-01,Compound 24-2.5-10,Euro per Tonne,234.0,2001-11,11,2001
6299,Fertiliser Price,2001-11-01,Compound 27-2.5-5,Euro per Tonne,231.0,2001-11,11,2001
6300,Fertiliser Price,2001-11-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-11,11,2001
6301,Fertiliser Price,2001-11-01,Compound 8-5-18,Euro per Tonne,,2001-11,11,2001
6302,Fertiliser Price,2001-11-01,Compound 20-4-10,Euro per Tonne,,2001-11,11,2001
6303,Fertiliser Price,2001-11-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-11,11,2001
6304,Fertiliser Price,2001-11-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-11,11,2001
6305,Fertiliser Price,2001-11-01,Compound 10-5-25,Euro per Tonne,,2001-11,11,2001
6306,Fertiliser Price,2001-11-01,Compound 13-6-20,Euro per Tonne,,2001-11,11,2001
6307,Fertiliser Price,2001-11-01,Compound 15-3-20,Euro per Tonne,,2001-11,11,2001
6308,Fertiliser Price,2001-11-01,Compound 24-2.2-10,Euro per Tonne,,2001-11,11,2001
6309,Fertiliser Price,2001-11-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-11,11,2001
6310,Fertiliser Price,2001-11-01,Compound 19-0-15,Euro per Tonne,,2001-11,11,2001
6311,Fertiliser Price,2001-11-01,Compound 25-4-0,Euro per Tonne,,2001-11,11,2001
6312,Fertiliser Price,2001-12-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,190.0,2001-12,12,2001
6313,Fertiliser Price,2001-12-01,Urea (46% N),Euro per Tonne,238.0,2001-12,12,2001
6314,Fertiliser Price,2001-12-01,Granular Superphosphate (16% P),Euro per Tonne,269.0,2001-12,12,2001
6315,Fertiliser Price,2001-12-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2001-12,12,2001
6316,Fertiliser Price,2001-12-01,Compound 0-10-20,Euro per Tonne,203.0,2001-12,12,2001
6317,Fertiliser Price,2001-12-01,Compound 0-7-30,Euro per Tonne,203.0,2001-12,12,2001
6318,Fertiliser Price,2001-12-01,Compound 7-6-17,Euro per Tonne,,2001-12,12,2001
6319,Fertiliser Price,2001-12-01,Compound 10-10-20,Euro per Tonne,247.0,2001-12,12,2001
6320,Fertiliser Price,2001-12-01,Compound 14-7-14,Euro per Tonne,236.0,2001-12,12,2001
6321,Fertiliser Price,2001-12-01,Compound 18-6-12,Euro per Tonne,234.0,2001-12,12,2001
6322,Fertiliser Price,2001-12-01,Compound 24-2.5-10,Euro per Tonne,235.0,2001-12,12,2001
6323,Fertiliser Price,2001-12-01,Compound 27-2.5-5,Euro per Tonne,232.0,2001-12,12,2001
6324,Fertiliser Price,2001-12-01,Sulphate of Potash (42% K),Euro per Tonne,,2001-12,12,2001
6325,Fertiliser Price,2001-12-01,Compound 8-5-18,Euro per Tonne,,2001-12,12,2001
6326,Fertiliser Price,2001-12-01,Compound 20-4-10,Euro per Tonne,,2001-12,12,2001
6327,Fertiliser Price,2001-12-01,Sulphate of Ammonia (21%),Euro per Tonne,,2001-12,12,2001
6328,Fertiliser Price,2001-12-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2001-12,12,2001
6329,Fertiliser Price,2001-12-01,Compound 10-5-25,Euro per Tonne,,2001-12,12,2001
6330,Fertiliser Price,2001-12-01,Compound 13-6-20,Euro per Tonne,,2001-12,12,2001
6331,Fertiliser Price,2001-12-01,Compound 15-3-20,Euro per Tonne,,2001-12,12,2001
6332,Fertiliser Price,2001-12-01,Compound 24-2.2-10,Euro per Tonne,,2001-12,12,2001
6333,Fertiliser Price,2001-12-01,Compound 24-2.2-4.5,Euro per Tonne,,2001-12,12,2001
6334,Fertiliser Price,2001-12-01,Compound 19-0-15,Euro per Tonne,,2001-12,12,2001
6335,Fertiliser Price,2001-12-01,Compound 25-4-0,Euro per Tonne,,2001-12,12,2001
6336,Fertiliser Price,2002-01-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,192.0,2002-01,1,2002
6337,Fertiliser Price,2002-01-01,Urea (46% N),Euro per Tonne,239.0,2002-01,1,2002
6338,Fertiliser Price,2002-01-01,Granular Superphosphate (16% P),Euro per Tonne,268.0,2002-01,1,2002
6339,Fertiliser Price,2002-01-01,Muriate of Potash (50% K),Euro per Tonne,222.0,2002-01,1,2002
6340,Fertiliser Price,2002-01-01,Compound 0-10-20,Euro per Tonne,203.0,2002-01,1,2002
6341,Fertiliser Price,2002-01-01,Compound 0-7-30,Euro per Tonne,202.0,2002-01,1,2002
6342,Fertiliser Price,2002-01-01,Compound 7-6-17,Euro per Tonne,,2002-01,1,2002
6343,Fertiliser Price,2002-01-01,Compound 10-10-20,Euro per Tonne,247.0,2002-01,1,2002
6344,Fertiliser Price,2002-01-01,Compound 14-7-14,Euro per Tonne,237.0,2002-01,1,2002
6345,Fertiliser Price,2002-01-01,Compound 18-6-12,Euro per Tonne,234.0,2002-01,1,2002
6346,Fertiliser Price,2002-01-01,Compound 24-2.5-10,Euro per Tonne,236.0,2002-01,1,2002
6347,Fertiliser Price,2002-01-01,Compound 27-2.5-5,Euro per Tonne,233.0,2002-01,1,2002
6348,Fertiliser Price,2002-01-01,Sulphate of Potash (42% K),Euro per Tonne,,2002-01,1,2002
6349,Fertiliser Price,2002-01-01,Compound 8-5-18,Euro per Tonne,,2002-01,1,2002
6350,Fertiliser Price,2002-01-01,Compound 20-4-10,Euro per Tonne,,2002-01,1,2002
6351,Fertiliser Price,2002-01-01,Sulphate of Ammonia (21%),Euro per Tonne,,2002-01,1,2002
6352,Fertiliser Price,2002-01-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2002-01,1,2002
