,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price,consumer_price_index
10080,2015-01-01,Calcium Ammonium Nitrate (27.5% N),325.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10081,2015-01-01,Urea (46% N),399.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10083,2015-01-01,Muriate of Potash (50% K),424.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10084,2015-01-01,Compound 0-10-20,411.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10085,2015-01-01,Compound 0-7-30,414.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10086,2015-01-01,Compound 7-6-17,478.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10087,2015-01-01,Compound 10-10-20,448.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10088,2015-01-01,Compound 14-7-14,438.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10089,2015-01-01,Compound 18-6-12,416.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10090,2015-01-01,Compound 24-2.5-10,433.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10091,2015-01-01,Compound 27-2.5-5,426.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10093,2015-01-01,Compound 8-5-18,426.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10094,2015-01-01,Compound 20-4-10,416.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10095,2015-01-01,Sulphate of Ammonia (21%),330.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10097,2015-01-01,Compound 10-5-25,415.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10098,2015-01-01,Compound 13-6-20,384.8356687898089,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10099,2015-01-01,Compound 15-3-20,384.8356687898089,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10101,2015-01-01,Compound 24-2.2-4.5,399.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10102,2015-01-01,Compound 19-0-15,399.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10103,2015-01-01,Compound 25-4-0,412.0,2015-01,1,2015,103.06,263.04,0.345,2.56,241.05,-0.234183079204418
10104,2015-02-01,Calcium Ammonium Nitrate (27.5% N),328.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10105,2015-02-01,Urea (46% N),411.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10107,2015-02-01,Muriate of Potash (50% K),417.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10108,2015-02-01,Compound 0-10-20,410.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10109,2015-02-01,Compound 0-7-30,410.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10110,2015-02-01,Compound 7-6-17,487.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10111,2015-02-01,Compound 10-10-20,449.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10112,2015-02-01,Compound 14-7-14,433.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10113,2015-02-01,Compound 18-6-12,417.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10114,2015-02-01,Compound 24-2.5-10,438.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10115,2015-02-01,Compound 27-2.5-5,430.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10117,2015-02-01,Compound 8-5-18,426.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10118,2015-02-01,Compound 20-4-10,421.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10119,2015-02-01,Sulphate of Ammonia (21%),333.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10121,2015-02-01,Compound 10-5-25,416.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10122,2015-02-01,Compound 13-6-20,384.8356687898089,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10123,2015-02-01,Compound 15-3-20,384.8356687898089,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10125,2015-02-01,Compound 24-2.2-4.5,402.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10126,2015-02-01,Compound 19-0-15,403.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10127,2015-02-01,Compound 25-4-0,416.0,2015-02,2,2015,106.86,268.81,0.346,2.51,246.34,-0.179076858533925
10128,2015-03-01,Calcium Ammonium Nitrate (27.5% N),330.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10129,2015-03-01,Urea (46% N),413.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10131,2015-03-01,Muriate of Potash (50% K),416.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10132,2015-03-01,Compound 0-10-20,407.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10133,2015-03-01,Compound 0-7-30,413.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10134,2015-03-01,Compound 7-6-17,495.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10135,2015-03-01,Compound 10-10-20,448.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10136,2015-03-01,Compound 14-7-14,427.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10137,2015-03-01,Compound 18-6-12,418.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10138,2015-03-01,Compound 24-2.5-10,440.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10139,2015-03-01,Compound 27-2.5-5,432.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10141,2015-03-01,Compound 8-5-18,426.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10142,2015-03-01,Compound 20-4-10,426.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10143,2015-03-01,Sulphate of Ammonia (21%),337.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10145,2015-03-01,Compound 10-5-25,443.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10146,2015-03-01,Compound 13-6-20,420.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10147,2015-03-01,Compound 15-3-20,384.8356687898089,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10149,2015-03-01,Compound 24-2.2-4.5,397.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10150,2015-03-01,Compound 19-0-15,400.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10151,2015-03-01,Compound 25-4-0,414.0,2015-03,3,2015,113.53,272.75,0.311,2.58,261.58,-0.142242793728129
10152,2015-04-01,Calcium Ammonium Nitrate (27.5% N),332.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10153,2015-04-01,Urea (46% N),416.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10155,2015-04-01,Muriate of Potash (50% K),418.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10156,2015-04-01,Compound 0-10-20,407.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10157,2015-04-01,Compound 0-7-30,412.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10158,2015-04-01,Compound 7-6-17,498.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10159,2015-04-01,Compound 10-10-20,453.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10160,2015-04-01,Compound 14-7-14,431.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10161,2015-04-01,Compound 18-6-12,422.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10162,2015-04-01,Compound 24-2.5-10,443.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10163,2015-04-01,Compound 27-2.5-5,434.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10165,2015-04-01,Compound 8-5-18,430.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10166,2015-04-01,Compound 20-4-10,425.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10167,2015-04-01,Sulphate of Ammonia (21%),342.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10169,2015-04-01,Compound 10-5-25,435.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10170,2015-04-01,Compound 13-6-20,421.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10171,2015-04-01,Compound 15-3-20,414.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10173,2015-04-01,Compound 24-2.2-4.5,397.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10174,2015-04-01,Compound 19-0-15,400.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10175,2015-04-01,Compound 25-4-0,410.0,2015-04,4,2015,105.9,241.25,0.313,2.39,277.44,-0.187074676768669
10176,2015-05-01,Calcium Ammonium Nitrate (27.5% N),334.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10177,2015-05-01,Urea (46% N),414.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10179,2015-05-01,Muriate of Potash (50% K),418.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10180,2015-05-01,Compound 0-10-20,410.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10181,2015-05-01,Compound 0-7-30,415.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10182,2015-05-01,Compound 7-6-17,498.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10183,2015-05-01,Compound 10-10-20,456.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10184,2015-05-01,Compound 14-7-14,434.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10185,2015-05-01,Compound 18-6-12,423.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10186,2015-05-01,Compound 24-2.5-10,443.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10187,2015-05-01,Compound 27-2.5-5,434.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10189,2015-05-01,Compound 8-5-18,426.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10190,2015-05-01,Compound 20-4-10,428.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10191,2015-05-01,Sulphate of Ammonia (21%),345.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10193,2015-05-01,Compound 10-5-25,423.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10194,2015-05-01,Compound 13-6-20,426.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10195,2015-05-01,Compound 15-3-20,415.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10197,2015-05-01,Compound 24-2.2-4.5,398.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10198,2015-05-01,Compound 19-0-15,402.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10199,2015-05-01,Compound 25-4-0,411.0,2015-05,5,2015,99.05,237.53,0.299,2.55,269.69,-0.150964836045258
10200,2015-06-01,Calcium Ammonium Nitrate (27.5% N),325.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10201,2015-06-01,Urea (46% N),413.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10203,2015-06-01,Muriate of Potash (50% K),417.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10204,2015-06-01,Compound 0-10-20,410.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10205,2015-06-01,Compound 0-7-30,414.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10206,2015-06-01,Compound 7-6-17,495.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10207,2015-06-01,Compound 10-10-20,453.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10208,2015-06-01,Compound 14-7-14,432.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10209,2015-06-01,Compound 18-6-12,420.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10210,2015-06-01,Compound 24-2.5-10,436.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10211,2015-06-01,Compound 27-2.5-5,425.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10213,2015-06-01,Compound 8-5-18,427.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10214,2015-06-01,Compound 20-4-10,422.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10215,2015-06-01,Sulphate of Ammonia (21%),340.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10217,2015-06-01,Compound 10-5-25,425.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10218,2015-06-01,Compound 13-6-20,424.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10219,2015-06-01,Compound 15-3-20,384.8356687898089,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10221,2015-06-01,Compound 24-2.2-4.5,390.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10222,2015-06-01,Compound 19-0-15,399.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10223,2015-06-01,Compound 25-4-0,404.0,2015-06,6,2015,106.04,257.53,0.291,2.47,268.9,-0.163986678622064
10224,2015-07-01,Calcium Ammonium Nitrate (27.5% N),318.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10225,2015-07-01,Urea (46% N),410.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10227,2015-07-01,Muriate of Potash (50% K),418.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10228,2015-07-01,Compound 0-10-20,407.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10229,2015-07-01,Compound 0-7-30,413.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10230,2015-07-01,Compound 7-6-17,496.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10231,2015-07-01,Compound 10-10-20,452.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10232,2015-07-01,Compound 14-7-14,430.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10233,2015-07-01,Compound 18-6-12,418.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10234,2015-07-01,Compound 24-2.5-10,430.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10235,2015-07-01,Compound 27-2.5-5,421.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10237,2015-07-01,Compound 8-5-18,427.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10238,2015-07-01,Compound 20-4-10,420.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10239,2015-07-01,Sulphate of Ammonia (21%),336.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10241,2015-07-01,Compound 10-5-25,418.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10242,2015-07-01,Compound 13-6-20,421.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10243,2015-07-01,Compound 15-3-20,384.8356687898089,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10245,2015-07-01,Compound 24-2.2-4.5,385.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10246,2015-07-01,Compound 19-0-15,394.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10247,2015-07-01,Compound 25-4-0,403.0,2015-07,7,2015,110.09,258.18,0.281,2.57,274.33,-0.216995749820111
10248,2015-08-01,Calcium Ammonium Nitrate (27.5% N),312.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10249,2015-08-01,Urea (46% N),410.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10251,2015-08-01,Muriate of Potash (50% K),418.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10252,2015-08-01,Compound 0-10-20,406.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10253,2015-08-01,Compound 0-7-30,412.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10254,2015-08-01,Compound 7-6-17,489.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10255,2015-08-01,Compound 10-10-20,451.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10256,2015-08-01,Compound 14-7-14,429.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10257,2015-08-01,Compound 18-6-12,416.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10258,2015-08-01,Compound 24-2.5-10,428.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10259,2015-08-01,Compound 27-2.5-5,418.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10261,2015-08-01,Compound 8-5-18,426.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10262,2015-08-01,Compound 20-4-10,419.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10263,2015-08-01,Sulphate of Ammonia (21%),335.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10265,2015-08-01,Compound 10-5-25,384.8356687898089,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10266,2015-08-01,Compound 13-6-20,384.8356687898089,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10267,2015-08-01,Compound 15-3-20,384.8356687898089,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10269,2015-08-01,Compound 24-2.2-4.5,382.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10270,2015-08-01,Compound 19-0-15,401.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10271,2015-08-01,Compound 25-4-0,401.0,2015-08,8,2015,108.66,246.61,0.288,2.48,270.74,-0.292049240850174
10272,2015-09-01,Calcium Ammonium Nitrate (27.5% N),310.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10273,2015-09-01,Urea (46% N),409.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10275,2015-09-01,Muriate of Potash (50% K),418.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10276,2015-09-01,Compound 0-10-20,408.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10277,2015-09-01,Compound 0-7-30,413.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10278,2015-09-01,Compound 7-6-17,485.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10279,2015-09-01,Compound 10-10-20,451.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10280,2015-09-01,Compound 14-7-14,429.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10281,2015-09-01,Compound 18-6-12,415.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10282,2015-09-01,Compound 24-2.5-10,427.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10283,2015-09-01,Compound 27-2.5-5,418.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10285,2015-09-01,Compound 8-5-18,427.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10286,2015-09-01,Compound 20-4-10,420.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10287,2015-09-01,Sulphate of Ammonia (21%),334.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10289,2015-09-01,Compound 10-5-25,384.8356687898089,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10290,2015-09-01,Compound 13-6-20,384.8356687898089,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10291,2015-09-01,Compound 15-3-20,384.8356687898089,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10293,2015-09-01,Compound 24-2.2-4.5,383.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10294,2015-09-01,Compound 19-0-15,402.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10295,2015-09-01,Compound 25-4-0,403.0,2015-09,9,2015,110.47,248.91,0.302,2.36,268.61,-0.306278566484889
10296,2015-10-01,Calcium Ammonium Nitrate (27.5% N),310.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10297,2015-10-01,Urea (46% N),409.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10299,2015-10-01,Muriate of Potash (50% K),418.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10300,2015-10-01,Compound 0-10-20,408.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10301,2015-10-01,Compound 0-7-30,413.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10302,2015-10-01,Compound 7-6-17,485.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10303,2015-10-01,Compound 10-10-20,451.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10304,2015-10-01,Compound 14-7-14,429.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10305,2015-10-01,Compound 18-6-12,415.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10306,2015-10-01,Compound 24-2.5-10,427.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10307,2015-10-01,Compound 27-2.5-5,418.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10309,2015-10-01,Compound 8-5-18,427.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10310,2015-10-01,Compound 20-4-10,420.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10311,2015-10-01,Sulphate of Ammonia (21%),334.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10313,2015-10-01,Compound 10-5-25,384.8356687898089,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10314,2015-10-01,Compound 13-6-20,384.8356687898089,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10315,2015-10-01,Compound 15-3-20,384.8356687898089,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10317,2015-10-01,Compound 24-2.2-4.5,383.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10318,2015-10-01,Compound 19-0-15,402.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10319,2015-10-01,Compound 25-4-0,403.0,2015-10,10,2015,110.01,223.25,0.322,2.07,268.56,-0.355266372093378
10320,2015-11-01,Calcium Ammonium Nitrate (27.5% N),310.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10321,2015-11-01,Urea (46% N),409.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10323,2015-11-01,Muriate of Potash (50% K),418.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10324,2015-11-01,Compound 0-10-20,408.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10325,2015-11-01,Compound 0-7-30,413.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10326,2015-11-01,Compound 7-6-17,485.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10327,2015-11-01,Compound 10-10-20,451.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10328,2015-11-01,Compound 14-7-14,429.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10329,2015-11-01,Compound 18-6-12,415.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10330,2015-11-01,Compound 24-2.5-10,427.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10331,2015-11-01,Compound 27-2.5-5,418.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10333,2015-11-01,Compound 8-5-18,427.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10334,2015-11-01,Compound 20-4-10,420.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10335,2015-11-01,Sulphate of Ammonia (21%),334.0,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
10337,2015-11-01,Compound 10-5-25,384.8356687898089,2015-11,11,2015,114.89,245.25,0.322,1.94,280.48,-0.340726852487806
