,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price,consumer_price_index
10588,2016-10-01,Compound 0-10-20,372.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10589,2016-10-01,Compound 0-7-30,376.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10590,2016-10-01,Compound 7-6-17,460.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10591,2016-10-01,Compound 10-10-20,374.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10592,2016-10-01,Compound 14-7-14,350.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10593,2016-10-01,Compound 18-6-12,334.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10594,2016-10-01,Compound 24-2.5-10,339.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10595,2016-10-01,Compound 27-2.5-5,330.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10597,2016-10-01,Compound 8-5-18,371.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10598,2016-10-01,Compound 20-4-10,316.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10599,2016-10-01,Sulphate of Ammonia (21%),255.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10601,2016-10-01,Compound 10-5-25,384.8356687898089,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10602,2016-10-01,Compound 13-6-20,381.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10603,2016-10-01,Compound 15-3-20,384.8356687898089,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10605,2016-10-01,Compound 24-2.2-4.5,303.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10606,2016-10-01,Compound 19-0-15,321.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10607,2016-10-01,Compound 25-4-0,322.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42,-0.156611661907169
10608,2016-11-01,Calcium Ammonium Nitrate (27.5% N),223.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10609,2016-11-01,Urea (46% N),333.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10611,2016-11-01,Muriate of Potash (50% K),380.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10612,2016-11-01,Compound 0-10-20,372.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10613,2016-11-01,Compound 0-7-30,376.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10614,2016-11-01,Compound 7-6-17,460.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10615,2016-11-01,Compound 10-10-20,374.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10616,2016-11-01,Compound 14-7-14,350.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10617,2016-11-01,Compound 18-6-12,335.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10618,2016-11-01,Compound 24-2.5-10,339.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10619,2016-11-01,Compound 27-2.5-5,330.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10621,2016-11-01,Compound 8-5-18,371.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10622,2016-11-01,Compound 20-4-10,318.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10623,2016-11-01,Sulphate of Ammonia (21%),255.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10625,2016-11-01,Compound 10-5-25,384.8356687898089,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10626,2016-11-01,Compound 13-6-20,381.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10627,2016-11-01,Compound 15-3-20,384.8356687898089,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10629,2016-11-01,Compound 24-2.2-4.5,303.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10630,2016-11-01,Compound 19-0-15,321.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10631,2016-11-01,Compound 25-4-0,322.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88,-0.12884697966697
10632,2016-12-01,Calcium Ammonium Nitrate (27.5% N),223.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10633,2016-12-01,Urea (46% N),321.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10635,2016-12-01,Muriate of Potash (50% K),378.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10636,2016-12-01,Compound 0-10-20,365.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10637,2016-12-01,Compound 0-7-30,373.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10638,2016-12-01,Compound 7-6-17,460.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10639,2016-12-01,Compound 10-10-20,371.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10640,2016-12-01,Compound 14-7-14,351.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10641,2016-12-01,Compound 18-6-12,332.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10642,2016-12-01,Compound 24-2.5-10,338.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10643,2016-12-01,Compound 27-2.5-5,329.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10645,2016-12-01,Compound 8-5-18,371.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10646,2016-12-01,Compound 20-4-10,318.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10647,2016-12-01,Sulphate of Ammonia (21%),255.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10649,2016-12-01,Compound 10-5-25,384.8356687898089,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10650,2016-12-01,Compound 13-6-20,381.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10651,2016-12-01,Compound 15-3-20,384.8356687898089,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10653,2016-12-01,Compound 24-2.2-4.5,304.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10654,2016-12-01,Compound 19-0-15,319.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10655,2016-12-01,Compound 25-4-0,328.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89,-0.0404625188118812
10656,2017-01-01,Calcium Ammonium Nitrate (27.5% N),231.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10657,2017-01-01,Urea (46% N),325.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10659,2017-01-01,Muriate of Potash (50% K),370.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10660,2017-01-01,Compound 0-10-20,361.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10661,2017-01-01,Compound 0-7-30,367.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10662,2017-01-01,Compound 7-6-17,459.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10663,2017-01-01,Compound 10-10-20,374.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10664,2017-01-01,Compound 14-7-14,350.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10665,2017-01-01,Compound 18-6-12,334.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10666,2017-01-01,Compound 24-2.5-10,341.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10667,2017-01-01,Compound 27-2.5-5,332.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10669,2017-01-01,Compound 8-5-18,357.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10670,2017-01-01,Compound 20-4-10,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10671,2017-01-01,Sulphate of Ammonia (21%),259.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10673,2017-01-01,Compound 10-5-25,384.8356687898089,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10674,2017-01-01,Compound 13-6-20,381.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10675,2017-01-01,Compound 15-3-20,384.8356687898089,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10677,2017-01-01,Compound 24-2.2-4.5,308.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10678,2017-01-01,Compound 19-0-15,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10679,2017-01-01,Compound 25-4-0,329.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42,0.0811721370328969
10680,2017-02-01,Calcium Ammonium Nitrate (27.5% N),246.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10681,2017-02-01,Urea (46% N),345.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10683,2017-02-01,Muriate of Potash (50% K),362.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10684,2017-02-01,Compound 0-10-20,359.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10685,2017-02-01,Compound 0-7-30,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10686,2017-02-01,Compound 7-6-17,450.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10687,2017-02-01,Compound 10-10-20,380.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10688,2017-02-01,Compound 14-7-14,356.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10689,2017-02-01,Compound 18-6-12,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10690,2017-02-01,Compound 24-2.5-10,351.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10691,2017-02-01,Compound 27-2.5-5,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10693,2017-02-01,Compound 8-5-18,353.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10694,2017-02-01,Compound 20-4-10,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10695,2017-02-01,Sulphate of Ammonia (21%),265.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10697,2017-02-01,Compound 10-5-25,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10698,2017-02-01,Compound 13-6-20,364.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10699,2017-02-01,Compound 15-3-20,338.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10701,2017-02-01,Compound 24-2.2-4.5,313.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10702,2017-02-01,Compound 19-0-15,320.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10703,2017-02-01,Compound 25-4-0,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27,0.089240410465625
10704,2017-03-01,Calcium Ammonium Nitrate (27.5% N),257.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10705,2017-03-01,Urea (46% N),359.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10707,2017-03-01,Muriate of Potash (50% K),366.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10708,2017-03-01,Compound 0-10-20,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10709,2017-03-01,Compound 0-7-30,361.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10710,2017-03-01,Compound 7-6-17,452.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10711,2017-03-01,Compound 10-10-20,390.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10712,2017-03-01,Compound 14-7-14,362.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10713,2017-03-01,Compound 18-6-12,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10714,2017-03-01,Compound 24-2.5-10,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10715,2017-03-01,Compound 27-2.5-5,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10717,2017-03-01,Compound 8-5-18,357.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10718,2017-03-01,Compound 20-4-10,341.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10719,2017-03-01,Sulphate of Ammonia (21%),286.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10721,2017-03-01,Compound 10-5-25,364.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10722,2017-03-01,Compound 13-6-20,367.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10723,2017-03-01,Compound 15-3-20,348.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10725,2017-03-01,Compound 24-2.2-4.5,322.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10726,2017-03-01,Compound 19-0-15,323.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10727,2017-03-01,Compound 25-4-0,345.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29,0.0486891151366337
10728,2017-04-01,Calcium Ammonium Nitrate (27.5% N),260.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10729,2017-04-01,Urea (46% N),359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10731,2017-04-01,Muriate of Potash (50% K),366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10732,2017-04-01,Compound 0-10-20,359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10733,2017-04-01,Compound 0-7-30,362.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10734,2017-04-01,Compound 7-6-17,451.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10735,2017-04-01,Compound 10-10-20,395.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10736,2017-04-01,Compound 14-7-14,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10737,2017-04-01,Compound 18-6-12,357.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10738,2017-04-01,Compound 24-2.5-10,365.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10739,2017-04-01,Compound 27-2.5-5,356.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10741,2017-04-01,Compound 8-5-18,366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10742,2017-04-01,Compound 20-4-10,343.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10743,2017-04-01,Sulphate of Ammonia (21%),286.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10745,2017-04-01,Compound 10-5-25,364.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10746,2017-04-01,Compound 13-6-20,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10747,2017-04-01,Compound 15-3-20,348.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10749,2017-04-01,Compound 24-2.2-4.5,319.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10750,2017-04-01,Compound 19-0-15,324.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10751,2017-04-01,Compound 25-4-0,345.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69,0.0444868432876825
10752,2017-05-01,Calcium Ammonium Nitrate (27.5% N),253.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10753,2017-05-01,Urea (46% N),355.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10755,2017-05-01,Muriate of Potash (50% K),364.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10756,2017-05-01,Compound 0-10-20,356.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10757,2017-05-01,Compound 0-7-30,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10758,2017-05-01,Compound 7-6-17,450.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10759,2017-05-01,Compound 10-10-20,391.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10760,2017-05-01,Compound 14-7-14,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10761,2017-05-01,Compound 18-6-12,352.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10762,2017-05-01,Compound 24-2.5-10,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10763,2017-05-01,Compound 27-2.5-5,351.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10765,2017-05-01,Compound 8-5-18,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10766,2017-05-01,Compound 20-4-10,337.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10767,2017-05-01,Sulphate of Ammonia (21%),283.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10769,2017-05-01,Compound 10-5-25,361.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10770,2017-05-01,Compound 13-6-20,384.8356687898089,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10771,2017-05-01,Compound 15-3-20,346.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10773,2017-05-01,Compound 24-2.2-4.5,312.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10774,2017-05-01,Compound 19-0-15,315.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10775,2017-05-01,Compound 25-4-0,331.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89,-0.0353641624194992
10776,2017-06-01,Calcium Ammonium Nitrate (27.5% N),238.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10777,2017-06-01,Urea (46% N),346.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10779,2017-06-01,Muriate of Potash (50% K),367.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10780,2017-06-01,Compound 0-10-20,354.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10781,2017-06-01,Compound 0-7-30,359.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10782,2017-06-01,Compound 7-6-17,446.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10783,2017-06-01,Compound 10-10-20,381.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10784,2017-06-01,Compound 14-7-14,356.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10785,2017-06-01,Compound 18-6-12,342.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10786,2017-06-01,Compound 24-2.5-10,349.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10787,2017-06-01,Compound 27-2.5-5,340.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10789,2017-06-01,Compound 8-5-18,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10790,2017-06-01,Compound 20-4-10,336.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10791,2017-06-01,Sulphate of Ammonia (21%),275.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10793,2017-06-01,Compound 10-5-25,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10794,2017-06-01,Compound 13-6-20,384.8356687898089,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10795,2017-06-01,Compound 15-3-20,343.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10797,2017-06-01,Compound 24-2.2-4.5,308.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10798,2017-06-01,Compound 19-0-15,312.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10799,2017-06-01,Compound 25-4-0,324.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9,-0.102625998156503
10800,2017-07-01,Calcium Ammonium Nitrate (27.5% N),229.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10801,2017-07-01,Urea (46% N),348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10803,2017-07-01,Muriate of Potash (50% K),365.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10804,2017-07-01,Compound 0-10-20,358.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10805,2017-07-01,Compound 0-7-30,363.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10806,2017-07-01,Compound 7-6-17,443.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10807,2017-07-01,Compound 10-10-20,375.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10808,2017-07-01,Compound 14-7-14,348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10809,2017-07-01,Compound 18-6-12,335.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10810,2017-07-01,Compound 24-2.5-10,342.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10811,2017-07-01,Compound 27-2.5-5,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10813,2017-07-01,Compound 8-5-18,355.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10814,2017-07-01,Compound 20-4-10,326.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10815,2017-07-01,Sulphate of Ammonia (21%),265.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10817,2017-07-01,Compound 10-5-25,354.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10818,2017-07-01,Compound 13-6-20,384.8356687898089,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10819,2017-07-01,Compound 15-3-20,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10821,2017-07-01,Compound 24-2.2-4.5,296.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10822,2017-07-01,Compound 19-0-15,304.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10823,2017-07-01,Compound 25-4-0,315.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94,-0.0948322711149381
10824,2017-08-01,Calcium Ammonium Nitrate (27.5% N),225.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10825,2017-08-01,Urea (46% N),347.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10827,2017-08-01,Muriate of Potash (50% K),363.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10828,2017-08-01,Compound 0-10-20,359.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10829,2017-08-01,Compound 0-7-30,364.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10830,2017-08-01,Compound 7-6-17,443.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10831,2017-08-01,Compound 10-10-20,373.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10832,2017-08-01,Compound 14-7-14,346.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10833,2017-08-01,Compound 18-6-12,333.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10834,2017-08-01,Compound 24-2.5-10,339.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10835,2017-08-01,Compound 27-2.5-5,331.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10837,2017-08-01,Compound 8-5-18,355.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10838,2017-08-01,Compound 20-4-10,323.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10839,2017-08-01,Sulphate of Ammonia (21%),260.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10841,2017-08-01,Compound 10-5-25,351.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10842,2017-08-01,Compound 13-6-20,384.8356687898089,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10843,2017-08-01,Compound 15-3-20,334.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
10845,2017-08-01,Compound 24-2.2-4.5,289.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53,0.0490036341691987
